"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"POFUT1","GDP-fucose protein O-fucosyltransferase 1",0.51,"Up in X3",4.558,9.31854053017839,2.61547147061777e-06,19.54,12,2.76846953338915e-05,1.06087098667184e-05,0.000100274339107624
"ARRB1","Beta-arrestin-1",0.58,"Up in X3",4.558,9.31651438451929,2.6207172902769e-06,18.74,9,2.76906860831579e-05,6.85852632616528e-06,7.3919672626448e-05
"OAS3","2'-5'-oligoadenylate synthase 3",1.03,"Up in X3",4.554,9.30518067156246,2.65027284671445e-06,16.15,10,2.79530560321024e-05,7.23523822528701e-06,7.67220512168875e-05
"FHIT","Bis(5'-adenosyl)-triphosphatase",1.16,"Up in X3",4.553,9.30001968715074,2.66385139912702e-06,16.54,3,2.79964631059229e-05,1.65149816032818e-06,2.66152478973155e-05
"TP53I3","Quinone oxidoreductase PIG3",1.21,"Up in X3",4.553,9.30145783821312,2.66006003400608e-06,17.08,9,2.79964631059229e-05,6.91489553461873e-06,7.43917034151618e-05
"PRDX3","Thioredoxin-dependent peroxide reductase, mitochondrial",0.42,"Up in X3",4.552,9.29632175380479,2.67362719111539e-06,23.73,11,2.80493831379961e-05,1.11813731246166e-05,0.00010353706538084
"PCNA","Proliferating cell nuclear antigen",-0.61,"Up in X1",4.552,-9.29428035923162,2.67904049675975e-06,21.48,11,2.80564294147388e-05,8.82014599040494e-06,8.83312365140107e-05
"LGALS3BP","Galectin-3-binding protein",0.38,"Up in X3",4.55,9.28695932251082,2.69855244792747e-06,21.43,24,2.81636462849159e-05,2.80557968597542e-05,0.000209339407338166
"PIPOX","Peroxisomal sarcosine oxidase",0.45,"Up in X3",4.55,9.28686757704023,2.69879794550402e-06,20.19,16,2.81636462849159e-05,1.59451049043889e-05,0.000134206523071506
"HEBP1","Heme-binding protein 1",0.59,"Up in X3",4.545,9.27108250822989,2.74140034494419e-06,18.43,8,2.8507672831344e-05,5.81720937380261e-06,6.4758404152158e-05
"PPM1H","Protein phosphatase 1H",0.97,"Up in X3",4.545,9.27124135011778,2.74096802024996e-06,17.89,8,2.8507672831344e-05,6.60079549828999e-06,7.18742431771499e-05
"TSG101","Tumor susceptibility gene 101 protein",0.53,"Up in X3",4.543,9.26469835207704,2.75883783439206e-06,17.99,7,2.86386727475401e-05,3.79428176576e-06,4.73644835611854e-05
"RPS19BP1","Active regulator of SIRT1",-0.94,"Up in X1",4.54,-9.25657954154662,2.78118777293723e-06,17.82,5,2.88201191812077e-05,3.70669861802108e-06,4.67644684921764e-05
"MDH1","Malate dehydrogenase, cytoplasmic",0.42,"Up in X3",4.537,9.24785004955615,2.80543873444711e-06,22.38,17,2.90205961393768e-05,1.96932882336532e-05,0.000157466468214224
"PMVK","Phosphomevalonate kinase",1.11,"Up in X3",4.537,9.24457837321104,2.81458678011184e-06,16.6,12,2.90644153192351e-05,7.99068006791279e-06,8.30946466816168e-05
"MCEE","Methylmalonyl-CoA epimerase, mitochondrial",0.93,"Up in X3",4.535,9.23949988141068,2.82885125164179e-06,18.59,4,2.91608237908788e-05,2.12380259073551e-06,3.18634411377644e-05
"ECH1","Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",0.37,"Non-significant",4.533,9.23275274140764,2.84792437229688e-06,21.99,13,2.93063800189229e-05,1.85589049849536e-05,0.000150223038024584
"METTL17","Methyltransferase-like protein 17, mitochondrial",0.49,"Up in X3",4.529,9.22251204765006,2.87714097434186e-06,18.46,7,2.95556304603833e-05,3.48764120355009e-06,4.48169134668568e-05
"SELENBP1","Methanethiol oxidase",0.78,"Up in X3",4.529,9.22058253850305,2.88268225382873e-06,19.14,22,2.95612320552939e-05,1.07367891347832e-05,0.000100680794469909
"SARDH","Sarcosine dehydrogenase, mitochondrial",0.41,"Up in X3",4.525,9.20782873031784,2.91960258516957e-06,18.86,26,2.98880423813985e-05,2.66525609013228e-05,0.000201666499812183
"DBN1","Drebrin",-0.55,"Up in X1",4.521,-9.197017099047,2.95130348246504e-06,18.14,11,3.01220701729052e-05,1.0066244567274e-05,9.73234789290204e-05
"PGLS","6-phosphogluconolactonase",0.8,"Up in X3",4.521,9.19656234821078,2.95264503976424e-06,20.02,11,3.01220701729052e-05,8.70992433478552e-06,8.76573396783591e-05
"GGCX","Vitamin K-dependent gamma-carboxylase",0.58,"Up in X3",4.52,9.18790790739053,2.97830325960433e-06,19.9,17,3.02274792231198e-05,1.31063828386313e-05,0.000117500707963912
"HELLS","Lymphoid-specific helicase",-2.05,"Up in X1",4.52,-9.19046355775067,2.97070126861751e-06,16.01,8,3.02274792231198e-05,7.52326301550678e-06,7.89164802286107e-05
"HS1BP3","HCLS1-binding protein 3",0.6,"Up in X3",4.52,9.18803374542671,2.97792844931899e-06,17.83,11,3.02274792231198e-05,9.71422629125578e-06,9.51640347108617e-05
"KYNU","Kynureninase",0.62,"Up in X3",4.511,9.16721031229614,3.04065510352482e-06,18.4,16,3.08074593280075e-05,1.23089806329202e-05,0.000111705887124216
"NFKB1","Nuclear factor NF-kappa-B p105 subunit",0.92,"Up in X3",4.51,9.1617332592685,3.05739133327252e-06,17.2,11,3.09240761008094e-05,8.70514325399296e-06,8.76573396783591e-05
"ABCB8","Mitochondrial potassium channel ATP-binding subunit",0.76,"Up in X3",4.508,9.15570127390659,3.07593925559443e-06,17.35,11,3.10585880125465e-05,9.17717237411936e-06,9.0956999895585e-05
"ENDOD1","Endonuclease domain-containing 1 protein",0.99,"Up in X3",4.482,9.09540139555116,3.26823166376276e-06,17.55,7,3.29439978781674e-05,7.08165682789323e-06,7.53636033284969e-05
"PPP2R5A","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform",0.96,"Up in X3",4.48,9.0892300939974,3.28863697361322e-06,15.49,5,3.30933077769888e-05,4.52939700525946e-06,5.37889322358176e-05
"MLYCD","Malonyl-CoA decarboxylase, mitochondrial",0.77,"Up in X3",4.476,9.07674042852777,3.33035896919036e-06,17.55,13,3.3399549187626e-05,1.06297433957021e-05,0.00010031290537858
"SDC2","Syndecan-2",1.96,"Up in X3",4.476,9.07768943090808,3.32716868986627e-06,15.24,1,3.3399549187626e-05,3.00490935956342e-06,4.01355500689317e-05
"UCK2","Uridine-cytidine kinase 2",-1.03,"Up in X1",4.474,-9.07015024624949,3.35260525850671e-06,16.64,5,3.35657619536112e-05,5.07277411100775e-06,5.85099501263798e-05
"ADPRS","ADP-ribose glycohydrolase ARH3",0.67,"Up in X3",4.473,9.06554556911304,3.36824499186338e-06,18.21,6,3.36653811095534e-05,4.13970755228888e-06,5.0091307948657e-05
"BCKDK","[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",0.94,"Up in X3",4.472,9.06238382125179,3.37902975376966e-06,18.29,4,3.37162210000929e-05,2.74140011629233e-06,3.77893376257593e-05
"KIF21A","Kinesin-like protein KIF21A",-0.52,"Up in X1",4.46,-9.03350226545974,3.47930112878494e-06,16.4,8,3.46582908737719e-05,6.93722501449291e-06,7.44964798743277e-05
"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase",0.65,"Up in X3",4.456,9.02311486526171,3.51615133498756e-06,20.49,6,3.49664999144897e-05,4.16528988550277e-06,5.02980005153467e-05
"AKAP1","A-kinase anchor protein 1, mitochondrial",-0.25,"Non-significant",4.451,-9.00779510575181,3.57127603528707e-06,19.68,27,3.53957123966392e-05,0.000118029822721743,0.000633740890240066
"PDXP","Pyridoxal phosphate phosphatase",0.66,"Up in X3",4.451,9.00844114843352,3.56893251821244e-06,18.99,12,3.53957123966392e-05,1.16190982714617e-05,0.000106259976000369
"DNAJC13","DnaJ homolog subfamily C member 13",0.81,"Up in X3",4.445,8.99033929017051,3.63523442138003e-06,16.81,24,3.59093189838157e-05,1.28428814690295e-05,0.000116017297179004
"STX4","Syntaxin-4",0.48,"Up in X3",4.445,8.9916999338587,3.63020452410178e-06,18.79,8,3.59093189838157e-05,6.96267808761059e-06,7.46343591383911e-05
"PPOX","Protoporphyrinogen oxidase",0.61,"Up in X3",4.443,8.98513994865262,3.65452474539519e-06,18.37,9,3.60166327293687e-05,9.30387227072683e-06,9.20585488727269e-05
"RFC4","Replication factor C subunit 4",-0.39,"Up in X1",4.443,-8.98413336935098,3.65827214303711e-06,18.59,11,3.60166327293687e-05,1.55445809719442e-05,0.000132151272429589
"CMPK1","UMP-CMP kinase",0.53,"Up in X3",4.443,8.98033288913719,3.6724586654433e-06,20.77,14,3.60962423977209e-05,1.52122403280605e-05,0.000130652848040288
"NCEH1","Neutral cholesterol ester hydrolase 1",1.35,"Up in X3",4.437,8.96727099768696,3.72167417865988e-06,17.85,14,3.65193136237654e-05,1.02001537278586e-05,9.78189782945529e-05
"NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",0.45,"Up in X3",4.435,8.96032347448706,3.74814322757427e-06,19.38,10,3.67181514529089e-05,1.20094156425425e-05,0.000109322634395268
"RBBP4","Histone-binding protein RBBP4;Histone-binding protein RBBP4;Histone-binding protein RBBP7",-0.59,"Up in X1",4.425,-8.93665238216146,3.83987408356045e-06,19.73,8,3.75546032271524e-05,8.06180928895695e-06,8.33130681841631e-05
"GFM1","Elongation factor G, mitochondrial",-0.43,"Up in X1",4.425,-8.93363291954119,3.85174957793793e-06,19.62,23,3.76085845753444e-05,2.76260974999584e-05,0.000207178224217051
"CLGN","Calmegin",0.91,"Up in X3",4.417,8.915704733432,3.92308808501879e-06,17.56,10,3.82420299819707e-05,1.04695277034212e-05,9.95951694873686e-05
"EXD2","Exonuclease 3'-5' domain-containing protein 2",0.71,"Up in X3",4.415,8.90722944733866,3.95731108020878e-06,17.21,8,3.8476540836247e-05,8.77710555267465e-06,8.81734016216909e-05
"GRWD1","Glutamate-rich WD repeat-containing protein 1",-0.61,"Up in X1",4.415,-8.90652973067277,3.96015098348393e-06,18.19,12,3.8476540836247e-05,1.32158087078326e-05,0.000118302481277225
"THOC6","THO complex subunit 6 homolog",-0.34,"Non-significant",4.409,-8.89187911817593,4.02012421908847e-06,18.4,13,3.89952049251581e-05,2.69911387780521e-05,0.000203447857515585
"COQ9","Ubiquinone biosynthesis protein COQ9, mitochondrial",0.68,"Up in X3",4.407,8.88588997497122,4.04492476935375e-06,19.3,5,3.91715545994535e-05,2.94366056931391e-06,3.9766300430663e-05
"ACSS1","Acetyl-coenzyme A synthetase 2-like, mitochondrial",1.37,"Up in X3",4.406,8.882499786851,4.05903691719521e-06,15.85,8,3.92439892794837e-05,9.8570482481165e-06,9.57703686110104e-05
"PGM2L1","Glucose 1,6-bisphosphate synthase",1.91,"Up in X3",4.405,8.87820820484185,4.07697803277166e-06,15.71,10,3.93531468514028e-05,1.03665363635645e-05,9.90933694074491e-05
"NOL10","Nucleolar protein 10",-0.58,"Up in X1",4.404,-8.87494529888445,4.09067639606953e-06,18.87,13,3.9421062272872e-05,1.48114346116819e-05,0.000128291898552409
"ACSF3","Malonate--CoA ligase ACSF3, mitochondrial",0.57,"Up in X3",4.404,8.87177111253144,4.10405030224491e-06,19.08,12,3.94215351272453e-05,1.40984422368773e-05,0.000123953168968206
"PI4KA","Phosphatidylinositol 4-kinase alpha",0.51,"Up in X3",4.404,8.87277250292888,4.0998259871267e-06,17.84,24,3.94215351272453e-05,2.1946536671594e-05,0.00017104177165129
"NANS","Sialic acid synthase",0.47,"Up in X3",4.404,8.87016290457322,4.11084434765421e-06,21.53,14,3.94227974150242e-05,1.89587885007433e-05,0.000152417325487633
"FNBP1L","Formin-binding protein 1-like",1.36,"Up in X3",4.396,8.85001187218805,4.19701846843895e-06,17.64,7,4.01840748830959e-05,9.69533184874333e-06,9.51364486716655e-05
"ARL6IP5","PRA1 family protein 3",0.95,"Up in X3",4.392,8.8390190371816,4.2448542879095e-06,19.59,3,4.05764181285307e-05,1.39250673255049e-06,2.39133606695479e-05
"FKRP","Fukutin-related protein",0.85,"Up in X3",4.388,8.82984889818964,4.2852119044389e-06,15.97,5,4.08961271589757e-05,5.10876082597625e-06,5.86961899170903e-05
"MCM6","DNA replication licensing factor MCM6",-0.66,"Up in X1",4.387,-8.82546187756885,4.30466637641869e-06,18.8,19,4.10156375994676e-05,1.63343086983867e-05,0.000136898165110983
"HMOX1","Heme oxygenase 1",-0.5,"Up in X1",4.387,-8.82331814310196,4.31420776597352e-06,20.54,8,4.10404619795263e-05,8.40223952038642e-06,8.57173297278042e-05
"RPS6","40S ribosomal protein S6",-0.36,"Non-significant",4.385,-8.81808695920686,4.33758744977648e-06,23.15,9,4.11966371433827e-05,1.10047176933565e-05,0.000102867163651801
"APOL1","Apolipoprotein L1",1,"Up in X3",4.385,8.81628214337553,4.34568560934817e-06,16.88,3,4.12074066514634e-05,1.85861736163214e-06,2.91709255405235e-05
"SLC30A9","Zinc transporter 9",1.39,"Up in X3",4.383,8.81039027822361,4.37223680436103e-06,16.34,5,4.13928402742467e-05,8.38951022072224e-06,8.57173297278042e-05
"NPEPPS","Puromycin-sensitive aminopeptidase",0.46,"Up in X3",4.379,8.79884055814429,4.42479750409603e-06,20.52,41,4.18235252903134e-05,3.08244729088955e-05,0.000224924936788464
"AP1B1","AP-2 complex subunit beta;AP-1 complex subunit beta-1",0.26,"Non-significant",4.378,8.79688468101527,4.43376612813562e-06,20.35,20,4.18414580226132e-05,9.13958682098256e-05,0.000520991668783756
"C2","Complement C2",1.56,"Up in X3",4.378,8.79533473108316,4.44088741116444e-06,16.21,10,4.1841928044363e-05,1.1283582544713e-05,0.00010415750065065
"RNF31","E3 ubiquitin-protein ligase RNF31",0.68,"Up in X3",4.375,8.78639743954164,4.48219319770366e-06,16.73,8,4.21639700330883e-05,9.78602984378454e-06,9.55381043472919e-05
"RMDN1","Regulator of microtubule dynamics protein 1",0.59,"Up in X3",4.375,8.783207581009,4.49703680015598e-06,18.88,9,4.21695194081187e-05,1.12645836987905e-05,0.000104144596477724
"SRFBP1","Serum response factor-binding protein 1",-1.14,"Up in X1",4.375,-8.78398601156196,4.49340955240114e-06,16.72,3,4.21695194081187e-05,3.11446824890461e-06,4.12266412276702e-05
"LZIC","Protein LZIC",0.64,"Up in X3",4.373,8.77732133292873,4.52456810905823e-06,18.4,6,4.23605530083822e-05,5.30078312716994e-06,6.00856968648746e-05
"INTS3","Integrator complex subunit 3",0.8,"Up in X3",4.371,8.77142262997313,4.55234147140209e-06,16.94,13,4.25532456339434e-05,1.3723419051052e-05,0.00012192412991753
"PML","Protein PML",0.74,"Up in X3",4.37,8.76654992445766,4.57542375399626e-06,16.83,8,4.27015494517285e-05,1.0196432275158e-05,9.78189782945529e-05
"NDUFA9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.3,"Non-significant",4.368,8.7618109791905,4.59799441651216e-06,20.89,18,4.28446188385865e-05,5.77605112467295e-05,0.000369879810656816
"MAP1S","Microtubule-associated protein 1S",0.61,"Up in X3",4.363,8.74811802011978,4.66389375884132e-06,17.21,15,4.33903449230568e-05,1.71173284151726e-05,0.000142098948670454
"AAMDC","Mth938 domain-containing protein",1.25,"Up in X3",4.362,8.74449491836536,4.68150163120203e-06,18.23,4,4.34857851676961e-05,6.60800883697305e-06,7.18742431771499e-05
"CYRIB","CYFIP-related Rac1 interactor B",0.53,"Up in X3",4.359,8.73728813834001,4.71674085545081e-06,18.03,11,4.37444445794709e-05,1.535597954082e-05,0.00013149251945446
"SORD","Sorbitol dehydrogenase",0.5,"Up in X3",4.355,8.72761422437831,4.76449746956814e-06,20.68,11,4.41182027033406e-05,1.59294783500484e-05,0.000134206523071506
"EVPL","Envoplakin",1.02,"Up in X3",4.349,8.71196731612068,4.84285614934313e-06,15.74,18,4.47737184932239e-05,1.42404075856442e-05,0.000124830358050751
"APPL1","DCC-interacting protein 13-alpha",0.57,"Up in X3",4.348,8.70756323920485,4.86516313881667e-06,17.78,10,4.4909782047392e-05,1.38337095312479e-05,0.000122662832236237
"ISOC2","Isochorismatase domain-containing protein 2",0.84,"Up in X3",4.348,8.70576913926668,4.87428236741732e-06,19.05,6,4.49238765856827e-05,8.02050056943867e-06,8.31126127309433e-05
"DHX36","Putative ATP-dependent RNA helicase DHX57;ATP-dependent DNA/RNA helicase DHX36",-0.55,"Up in X1",4.347,-8.70373016748441,4.88466880242393e-06,17.57,11,4.49495883420566e-05,1.55828954287679e-05,0.000132286932929727
"XPNPEP1","Xaa-Pro aminopeptidase 1",0.55,"Up in X3",4.341,8.68804269324356,4.96538880087727e-06,17.79,17,4.56214371658242e-05,2.10634186368445e-05,0.000165955057355804
"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1",0.84,"Up in X3",4.34,8.68452052950683,4.98371058448829e-06,16.8,8,4.57187837649879e-05,1.13223764931143e-05,0.000104223563614791
"AGMAT","Agmatinase, mitochondrial",0.48,"Up in X3",4.339,8.68197252230514,4.99701072055312e-06,22.58,11,4.576983348841e-05,1.71705460563358e-05,0.000142098948670454
"FAT1","Protocadherin Fat 1",-0.66,"Up in X1",4.339,-8.67934420892824,5.01077044650751e-06,17.05,45,4.58249284883847e-05,2.08688233993952e-05,0.000165081320928104
"RETREG3","Reticulophagy regulator 3",0.68,"Up in X3",4.334,8.66645602033352,5.07884092214123e-06,19.63,6,4.63757742844285e-05,6.70892625812943e-06,7.26259562991532e-05
"APOE","Apolipoprotein E",-0.53,"Up in X1",4.331,-8.65999372469957,5.11334980638179e-06,21.75,28,4.66189380652713e-05,2.55155586920626e-05,0.000194556135026977
"MATR3","Matrin-3",-0.24,"Non-significant",4.331,-8.6571518112653,5.12860627568559e-06,21.15,32,4.66860974357409e-05,0.000175456126816259,0.000854925102373792
"WWOX","WW domain-containing oxidoreductase",2.37,"Up in X3",4.33,8.65478865776318,5.14133023108859e-06,15.06,2,4.67300322232738e-05,8.30371412832191e-06,8.54181190925522e-05
"IGFBP7","Insulin-like growth factor-binding protein 7",3.59,"Up in X3",4.33,8.65234960434175,5.15449882015981e-06,15.82,5,4.6777867360254e-05,1.22420104729574e-05,0.000111268780289537
"CA9","Carbonic anhydrase 9",2.04,"Up in X3",4.33,8.65015157980583,5.16639746649165e-06,15.06,5,4.68140487124519e-05,1.13498761873268e-05,0.000104281393478902
"ICAM1","Intercellular adhesion molecule 1",0.56,"Up in X3",4.317,8.62092490734387,5.32747905729386e-06,21.45,21,4.81998372813575e-05,2.35657170726575e-05,0.00018132424956946
"CNPY3","Protein canopy homolog 3",0.77,"Up in X3",4.317,8.61920978600694,5.33709984684224e-06,17.86,8,4.82131599904818e-05,1.18834478134913e-05,0.000108445262337004
"GPI","Glucose-6-phosphate isomerase",0.49,"Up in X3",4.315,8.61286285363861,5.37286673054952e-06,21.25,22,4.8388512092331e-05,2.80326461219758e-05,0.000209339407338166
"NOP14","Nucleolar protein 14",-0.64,"Up in X1",4.315,-8.61391952368904,5.36689405837398e-06,18.64,17,4.8388512092331e-05,1.95292936406751e-05,0.000156366482370601
"NOL6","Nucleolar protein 6",-0.39,"Up in X1",4.313,-8.60466483988808,5.41945079284215e-06,19.11,14,4.86612936521748e-05,2.94381009183009e-05,0.000217731553916983
"SMIM26","Small integral membrane protein 26",-1.17,"Up in X1",4.313,-8.6046381332232,5.4196032646245e-06,16.82,1,4.86612936521748e-05,4.58369939346377e-07,1.11634944840874e-05
"C17orf75","Protein Njmu-R1",0.85,"Up in X3",4.312,8.60220925144093,5.43348956001137e-06,16.64,4,4.87120571614958e-05,3.75991258463543e-06,4.72344007713117e-05
"DNPH1","2'-deoxynucleoside 5'-phosphate N-hydrolase 1",1.14,"Up in X3",4.307,8.58872172751333,5.5113062080251e-06,17.73,4,4.93349452842428e-05,6.98013185146679e-06,7.46861485807034e-05
"CADM4","Cell adhesion molecule 4",0.65,"Up in X3",4.301,8.57229191625683,5.60773753176089e-06,16.93,6,5.00467314863185e-05,7.00590594476606e-06,7.48266163811928e-05
"TMOD3","Tropomodulin-3",0.33,"Non-significant",4.301,8.57300363316194,5.60352250532955e-06,19.01,14,5.00467314863185e-05,4.03924522503841e-05,0.000278882310344834
"ELAC2","Zinc phosphodiesterase ELAC protein 2",-0.69,"Up in X1",4.299,-8.56664412842411,5.64130794715545e-06,18.17,12,5.01949159749155e-05,1.69299411290733e-05,0.000141071367687666
"UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats",1.09,"Up in X3",4.299,8.56726539663904,5.63760447251345e-06,16.27,13,5.01949159749155e-05,1.52137590501536e-05,0.000130652848040288
"MVK","Mevalonate kinase",0.95,"Up in X3",4.296,8.55687026118872,5.69992050495096e-06,18.33,9,5.06402847264186e-05,1.3958026549651e-05,0.000123084415937831
"MINPP1","Multiple inositol polyphosphate phosphatase 1",0.58,"Up in X3",4.294,8.55124562815594,5.73395018696627e-06,19.2,16,5.08662417635374e-05,2.16697802712343e-05,0.000169603293472081
"SLC33A1","Acetyl-coenzyme A transporter 1",0.48,"Up in X3",4.29,8.54265583221481,5.78634589191725e-06,18.63,7,5.12542045546023e-05,7.46795283609089e-06,7.86261155358538e-05
"EBNA1BP2","Probable rRNA-processing protein EBP2",-0.3,"Non-significant",4.288,-8.5372050571302,5.81986379305568e-06,19.53,11,5.14740419484461e-05,3.03119063499221e-05,0.00022280192530744
