Genes,ProtDesc,X1_vs_X1H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
ACTN4,Alpha-actinin-4;Alpha-actinin-4;Alpha-actinin-4;Alpha-actinin-4;Alpha-actinin-1;Alpha-actinin-1,-0.41,Up in X1,3.132,-6.37774693656426,7.70746375283078e-5,21.03,13,7.3753557238963e-4,2.1388548415062e-4,0.00187213078360831,-0.41
TBC1D9B,TBC1 domain family member 9B,0.98,Up in X1H,3.132,6.37692735318001,7.71564169865102e-5,15.61,16,7.3753557238963e-4,1.5759766841696e-4,0.00147782155946625,0.98
COG6,Conserved oligomeric Golgi complex subunit 6,0.38,Up in X1H,3.128,6.36842123856072,7.80107144692831e-5,17.89,11,7.4449902824959e-4,1.9244548594367e-4,0.00173847319134159,0.38
PUDP,Pseudouridine-5'-phosphatase,-1.31,Up in X1,3.126,-6.36303505884816,7.85569330158425e-5,15.58,3,7.4850462585304e-4,9.13352413169569e-5,9.7727056577293e-4,-1.31
CSE1L,Exportin-2,-0.37,Non-significant,3.123,-6.35680983801592,7.91933783101977e-5,21.21,41,7.5335565829813e-4,3.618601203366e-4,0.00280619440633248,-0.37
DDT,D-dopachrome decarboxylase,-0.6,Up in X1,3.119,-6.34905567880161,7.99939176374929e-5,20.77,7,7.5974961582832e-4,1.1732335356606e-4,0.00117861168599391,-0.6
TRIM25,E3 ubiquitin/ISG15 ligase TRIM25,-0.51,Up in X1,3.112,-6.3344479408122,8.1525803217545e-5,20.21,26,7.7305797698431e-4,2.3782801399613e-4,0.0020306325524028,-0.51
CLINT1,Clathrin interactor 1,-0.44,Up in X1,3.103,-6.31848380732038,8.32361502851191e-5,18.9,15,7.8801328197928e-4,2.3434106420255e-4,0.00200955953171962,-0.44
DDC,Aromatic-L-amino-acid decarboxylase,-0.75,Up in X1,3.099,-6.30872657646783,8.43005118899228e-5,17.58,7,7.9681490232056e-4,1.3412801762122e-4,0.0013055258713141,-0.75
CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,-0.6,Up in X1,3.093,-6.29618557417481,8.56901210585553e-5,16.26,4,8.0737013742591e-4,3.61323761467344e-5,5.102512402392e-4,-0.6
SRP54,Signal recognition particle 54 kDa protein,-0.34,Non-significant,3.093,-6.29656741213808,8.56474491479084e-5,19.67,12,8.0737013742591e-4,2.4748745404088e-4,0.00208636871588822,-0.34
CCDC6,Coiled-coil domain-containing protein 6,-0.46,Up in X1,3.084,-6.27734175718597,8.78247066760414e-5,18.17,12,8.2507077660862e-4,2.0842981064678e-4,0.00183523688928128,-0.46
SEC13,Protein SEC13 homolog,-0.42,Up in X1,3.084,-6.27714184064467,8.78476574722716e-5,19.88,7,8.2507077660862e-4,1.0003923736758e-4,0.00104030257909311,-0.42
ARR3,Arrestin-C,-1.82,Up in X1,3.081,-6.27192845177676,8.84484505381894e-5,15.95,1,8.2939696011801e-4,1.0552547096218e-4,0.00108213901504896,-1.82
UCK2,Uridine-cytidine kinase 2,-0.6,Up in X1,3.08,-6.26832959885322,8.88657645361278e-5,16.86,5,8.319916594308e-4,7.22693826210524e-5,8.2076379456577e-4,-0.6
SLC6A4,Sodium-dependent serotonin transporter,-0.78,Up in X1,3.079,-6.26641624850514,8.90884947265728e-5,15.49,3,8.3275927851047e-4,3.84730540130483e-5,5.2817879488447e-4,-0.78
ACTG2,"Actin, gamma-enteric smooth muscle;Actin, gamma-enteric smooth muscle;Actin, gamma-enteric smooth muscle;Actin, alpha skeletal muscle",0.26,Non-significant,3.077,6.25952109337627,8.98961491886806e-5,21.94,11,8.3766222795184e-4,2.9309272593909e-4,0.00237240719477654,0.26
PAIP1,Polyadenylate-binding protein-interacting protein 1,-0.6,Up in X1,3.077,-6.25970346737566,8.98746858426519e-5,18.48,5,8.3766222795184e-4,7.42689826911616e-5,8.4024774490172e-4,-0.6
RPS6KA3,Ribosomal protein S6 kinase alpha-3;Ribosomal protein S6 kinase alpha-3;Ribosomal protein S6 kinase alpha-1,-0.34,Non-significant,3.076,-6.25584310946166,9.03301862283653e-5,19.34,8,8.4038319483213e-4,1.2249228318708e-4,0.00120999472390313,-0.34
KPNB1,Importin subunit beta-1,-0.18,Non-significant,3.075,-6.25368843896822,9.05855055665305e-5,21.91,22,8.414355360081e-4,0.00178020819157041,0.00964605482556968,-0.18
ARAP1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1",-0.61,Up in X1,3.073,-6.24986006536276,9.10410705442312e-5,17.36,9,8.4434171537651e-4,1.6681009780459e-4,0.00155372030018604,-0.61
C5orf22,UPF0489 protein C5orf22,-1.17,Up in X1,3.071,-6.24509031765514,9.16121105083894e-5,15.07,3,8.4830807179677e-4,9.56161751680563e-5,0.00100616945079446,-1.17
EIF4A1,Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-I;Eukaryotic initiation factor 4A-II,-0.34,Non-significant,3.065,-6.23221782993773,9.31725561191043e-5,22.15,7,8.614093977449e-4,8.2279439167854e-5,9.0829746558991e-4,-0.34
NAGA,Alpha-N-acetylgalactosaminidase,0.69,Up in X1H,3.06,6.22298726987432,9.43091224844928e-5,18.15,5,8.705570635581e-4,9.50908914577918e-5,0.00100294617603521,0.69
PRPF19,Pre-mRNA-processing factor 19,0.2,Non-significant,3.06,6.22096783214594,9.45597620074451e-5,21.56,17,8.7151107756706e-4,0.0010538530824771,0.00647523228350672,0.2
CD2AP,CD2-associated protein,-0.64,Up in X1,3.053,-6.20748996565379,9.62510211503508e-5,18.09,12,8.8434362134569e-4,2.0036718941902e-4,0.00178550099366322,-0.64
CRKL,Crk-like protein,-0.54,Up in X1,3.053,-6.20815233520678,9.61671478396174e-5,18.97,10,8.8434362134569e-4,1.9013028024829e-4,0.00172018481380604,-0.54
SCFD1,Sec1 family domain-containing protein 1,0.19,Non-significant,3.05,6.20115277542549,9.70574674258439e-5,19.74,26,8.9037059652514e-4,0.00161516839916196,0.00893173029704795,0.19
IPO9,Importin-9,-0.65,Up in X1,3.05,-6.19963029409087,9.72522941091796e-5,18.57,9,8.9077681771519e-4,1.773583728164e-4,0.00162450385751499,-0.65
PPID,Peptidyl-prolyl cis-trans isomerase D,-0.59,Up in X1,3.048,-6.19503644178032,9.78427092193198e-5,19.57,15,8.9479955247405e-4,2.2397056763168e-4,0.00193747638695419,-0.59
MARS1,"Methionine--tRNA ligase, cytoplasmic",-0.15,Non-significant,3.043,-6.18397333670646,9.92804636865413e-5,21.38,40,9.0515023672305e-4,0.00394184658830547,0.0180945742924775,-0.15
SULT1A1,Sulfotransferase 1A1;Sulfotransferase 1A1;Sulfotransferase 1A2,-0.61,Up in X1,3.043,-6.18448685314471,9.92132265473802e-5,21.12,12,9.0515023672305e-4,2.0829163254056e-4,0.00183523688928128,-0.61
RGN,Regucalcin,3.76,Up in X1H,3.042,6.18008492561826,9.97911862071214e-5,16.4,5,9.0840684428851e-4,1.7840469055959e-4,0.00163156190732781,3.76
ANXA7,Annexin A7,-0.44,Up in X1,3.037,-6.16931320480498,1.0122081897775e-4,19.76,13,9.1914351192982e-4,2.532951446297e-4,0.00212084882374833,-0.44
SMC1A,Structural maintenance of chromosomes protein 1A,0.22,Non-significant,3.037,6.16886097172328,1.0128131988816e-4,19.59,33,9.1914351192982e-4,0.0012185028316011,0.00720267857600771,0.22
OGFR,Opioid growth factor receptor,-0.5,Up in X1,3.033,-6.16078400858335,1.0236845693834e-4,18.36,14,9.2758676830657e-4,2.4651404803965e-4,0.00208374803178666,-0.5
G3BP1,Ras GTPase-activating protein-binding protein 1,-0.32,Non-significant,3.019,-6.13613853452696,1.0576400674969e-4,21.2,17,9.5688933935468e-4,4.2306647830982e-4,0.00315466221547654,-0.32
SND1,Staphylococcal nuclease domain-containing protein 1,-0.18,Non-significant,3.018,-6.13139016906765,1.0643203369298e-4,21.75,49,9.6020262765477e-4,0.00256863640854326,0.0129428931190528,-0.18
TBCE,Tubulin-specific chaperone E,-0.7,Up in X1,3.018,-6.13122906366196,1.0645477839133e-4,16.93,15,9.6020262765477e-4,2.2686607544401e-4,0.0019568935097986,-0.7
MPZL2,Myelin protein zero-like protein 2,0.86,Up in X1H,3.015,6.12482868615062,1.0736262144127e-4,17.21,3,9.6640622464453e-4,6.56937165347557e-5,7.7335858141978e-4,0.86
SYNGR2,Synaptogyrin-2,0.68,Up in X1H,3.015,6.12408107218565,1.074692066615e-4,18.78,2,9.6640622464453e-4,4.89856229816134e-6,1.1782436226919e-4,0.68
NCAPG,Condensin complex subunit 3,-0.6,Up in X1,3.012,-6.11883064388661,1.0822096012242e-4,17.27,9,9.7168956152406e-4,1.9589190808173e-4,0.00176536329868022,-0.6
PLEK,Pleckstrin,2.18,Up in X1H,3.01,6.11287338822687,1.0908077368032e-4,15.54,1,9.7792566343401e-4,1.4947931232798e-4,0.00141969356507973,2.18
ACAT2,"Acetyl-CoA acetyltransferase, cytosolic",-0.49,Up in X1,3.009,-6.11034031809045,1.0944859707573e-4,20.75,13,9.7973880317267e-4,2.5520438778245e-4,0.00212084882374833,-0.49
RPS19,40S ribosomal protein S19,-0.41,Up in X1,3.008,-6.10785239939881,1.0981116319527e-4,22.13,11,9.8149947526652e-4,2.5042635229689e-4,0.00210479080474538,-0.41
DHX9,ATP-dependent RNA helicase A,0.19,Non-significant,3.008,6.1066524570435,1.0998649329022e-4,22.9,45,9.8158383227486e-4,0.00210005630645445,0.0109867667243952,0.19
MTAP,S-methyl-5'-thioadenosine phosphorylase,-0.52,Up in X1,3.002,-6.09415160851066,1.1183107588005e-4,18.73,12,9.9654288551546e-4,2.4400102407839e-4,0.0020739564848094,-0.52
TLE1,Transducin-like enhancer protein 1;Transducin-like enhancer protein 1;Transducin-like enhancer protein 3,0.79,Up in X1H,2.999,6.08943161956406,1.125361717508e-4,16.86,3,0.00100131808759321,5.54892093458317e-5,6.868821165257e-4,0.79
RPS13,40S ribosomal protein S13,-0.25,Non-significant,2.988,-6.06918217940245,1.1561585566243e-4,22.94,12,0.0010271757026346,4.4923151408308e-4,0.00327610343579311,-0.25
NAA15,"N-alpha-acetyltransferase 16, NatA auxiliary subunit;N-alpha-acetyltransferase 15, NatA auxiliary subunit",-0.91,Up in X1,2.988,-6.06685152043819,1.1597609459856e-4,17.11,20,0.0010288314119036,2.3555000865142e-4,0.00201408873004408,-0.91
NIT1,Deaminated glutathione amidase,-0.48,Up in X1,2.984,-6.05938705567487,1.171379888081e-4,16.61,9,0.0010374200257565,2.1089195602411e-4,0.00185415706358792,-0.48
TACC1,Transforming acidic coiled-coil-containing protein 1,-0.51,Up in X1,2.984,-6.05838502299275,1.1729491249469e-4,17.39,8,0.0010374200257565,1.8740527025217e-4,0.00169812708128962,-0.51
CPE,Carboxypeptidase E,0.64,Up in X1H,2.962,6.01985432617654,1.2350385578909e-4,17.43,7,0.00109070494731953,1.8501197119487e-4,0.00167901201466268,0.64
QPRT,Nicotinate-nucleotide pyrophosphorylase [carboxylating],-0.49,Up in X1,2.96,-6.01419548298441,1.2444510962033e-4,19.66,10,0.00109737960301567,2.446311417194e-4,0.0020739564848094,-0.49
CHMP3,Charged multivesicular body protein 3,-0.78,Up in X1,2.958,-6.00860055267421,1.2538331835148e-4,17.36,3,0.00110236715406497,6.2627864729136e-5,7.4862439515615e-4,-0.78
ZCCHC3,Zinc finger CCHC domain-containing protein 3,-0.39,Up in X1,2.958,-6.0090425963757,1.2530891650279e-4,18.83,15,0.00110236715406497,3.5675844634782e-4,0.00278488090638533,-0.39
UHRF1,E3 ubiquitin-protein ligase UHRF2;E3 ubiquitin-protein ligase UHRF1,0.79,Up in X1H,2.952,5.99743859242691,1.2727785172169e-4,18.06,15,0.00111736357364577,2.5670044332582e-4,0.00212730605484437,0.79
EEF1E1,Eukaryotic translation elongation factor 1 epsilon-1,-0.33,Non-significant,2.942,-5.97873982159219,1.3052091501529e-4,20.15,8,0.00114413667280817,1.7542679237888e-4,0.00161180175544385,-0.33
UACA,Uveal autoantigen with coiled-coil domains and ankyrin repeats,0.82,Up in X1H,2.94,5.97539985130951,1.3110948264487e-4,16.13,13,0.00114759587102033,2.5577862161235e-4,0.00212263969716732,0.82
ATP6V1A,V-type proton ATPase catalytic subunit A,-0.15,Non-significant,2.939,-5.9726315645021,1.3159947050681e-4,20.06,26,0.00114999617149468,0.00381414077883413,0.0176314617096575,-0.15
CACYBP,Calcyclin-binding protein,-0.48,Up in X1,2.939,-5.97131368720374,1.3183342645349e-4,19.4,7,0.00114999617149468,1.7058557268509e-4,0.00157536915632137,-0.48
PDPK1,3-phosphoinositide-dependent protein kinase 1,-0.57,Up in X1,2.939,-5.97056366384862,1.3196677377807e-4,16.34,10,0.00114999617149468,2.5158416378504e-4,0.00211152269094481,-0.57
UBE2K,Ubiquitin-conjugating enzyme E2 K,-0.49,Up in X1,2.936,-5.96412036674385,1.3311832291093e-4,19.59,10,0.00115832517156468,2.5912576405094e-4,0.00214140662833717,-0.49
PPIE,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial;Peptidyl-prolyl cis-trans isomerase E",-0.82,Up in X1,2.929,-5.9501249122546,1.3565696870028e-4,18.52,4,0.00117868176769391,1.2921498823191e-4,0.0012616585567133,-0.82
UFM1,Ubiquitin-fold modifier 1,-1.1,Up in X1,2.928,-5.9483759953501,1.3597784474965e-4,18.27,6,0.00117973740085589,2.1659219256706e-4,0.00188744624951301,-1.1
NT5C3A,Cytosolic 5'-nucleotidase 3A,0.6,Up in X1H,2.928,5.9466750946597,1.3629069359424e-4,19.12,7,0.00118072040116715,1.9944837113833e-4,0.00178007836744276,0.6
SHFL,Shiftless antiviral inhibitor of ribosomal frameshifting protein,-1.95,Up in X1,2.914,-5.92286208560116,1.4075281071725e-4,15.62,3,0.00121759412428942,2.1143982338117e-4,0.00185571121081576,-1.95
PRXL2A,Peroxiredoxin-like 2A,-0.28,Non-significant,2.914,-5.92059007077119,1.4118667429818e-4,20.75,11,0.00121956430922971,3.9417479471821e-4,0.00298634092234018,-0.28
ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",-0.32,Non-significant,2.913,-5.91826032480923,1.4163305456642e-4,18.43,17,0.0012216367111800401,5.2517239836147e-4,0.00373490995325104,-0.32
ABCD1,ATP-binding cassette sub-family D member 1,0.23,Non-significant,2.911,5.91319644658171,1.4260853349304e-4,19.5,20,0.00122826010579091,0.00102101990367237,0.00630769600439587,0.23
STMN1,Stathmin;Stathmin;Stathmin-2,-0.76,Up in X1,2.909,-5.90863337132419,1.4349372392294e-4,20.15,1,0.00123408773902919,1.18335282116011e-5,2.1949525526032e-4,-0.76
PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,-0.72,Up in X1,2.901,-5.89485828743061,1.4620194234147e-4,18.61,2,0.00125555427116765,1.77559137228979e-5,2.9762533002375e-4,-0.72
PARVA,Beta-parvin;Alpha-parvin,0.52,Up in X1H,2.901,5.89294104019309,1.4658321003136e-4,16.88,9,0.00125700413587762,2.597569332429e-4,0.00214362869455828,0.52
IDH1,"Isocitrate dehydrogenase [NADP] cytoplasmic;Isocitrate dehydrogenase [NADP] cytoplasmic;Isocitrate dehydrogenase [NADP], mitochondrial",-0.61,Up in X1,2.899,-5.88861222868154,1.4744797967242e-4,22.93,2,0.00126187243088809,2.72554605610296e-6,7.55476415273403e-5,-0.61
SHPK,Sedoheptulokinase,-0.53,Up in X1,2.899,-5.88796652323885,1.4757744163842e-4,18.69,16,0.00126187243088809,3.4138675264621e-4,0.00268972758376519,-0.53
TSNAX,Translin-associated protein X,-0.72,Up in X1,2.898,-5.88543927060841,1.4808532333044e-4,17.93,6,0.00126438796269302,2.0250879786553e-4,0.00179916600145702,-0.72
FUT3,3-galactosyl-N-acetylglucosaminide 4-alpha-L-fucosyltransferase FUT3,2.44,Up in X1H,2.893,5.87650343041057,1.4989619481642e-4,14.99,4,0.00127800545349965,2.4900794993619e-4,0.00209584642926378,2.44
MIEN1,Migration and invasion enhancer 1,-0.65,Up in X1,2.893,-5.87407139803373,1.5039315957275e-4,18.09,2,0.00128039759020429,6.72011464761497e-6,1.4512014003626e-4,-0.65
DUSP9,Dual specificity protein phosphatase 9,-0.58,Up in X1,2.886,-5.86071973977764,1.531531647313e-4,18.09,16,0.00130152751014486,3.375993221251e-4,0.00266915115203619,-0.58
ZW10,Centromere/kinetochore protein zw10 homolog,-0.34,Non-significant,2.886,-5.85994503596051,1.5331496950667e-4,17.61,18,0.00130152751014486,5.3354244722699e-4,0.00378533652307211,-0.34
RPS9,40S ribosomal protein S9,-0.25,Non-significant,2.881,-5.85071507731473,1.5525692548748e-4,22.97,21,0.00131612496863821,9.0834369742824e-4,0.00574216843769542,-0.25
PSMA5,Proteasome subunit alpha type-5,-0.36,Non-significant,2.879,-5.84702348963002,1.5604100450348e-4,20.4,11,0.00132087928991004,3.5885987563327e-4,0.00278657990042267,-0.36
COG3,Conserved oligomeric Golgi complex subunit 3,0.43,Up in X1H,2.879,5.84565974505613,1.5633173314511e-4,17.18,22,0.00132144980717091,4.4437193147589e-4,0.00326627170005322,0.43
ATOX1,Copper transport protein ATOX1,-1.22,Up in X1,2.878,-5.84167076731506,1.571854633512e-4,17.3,3,0.00132318151190442,1.7980339134808e-4,0.0016418158435287,-1.22
CDC16,Cell division cycle protein 16 homolog,0.49,Up in X1H,2.878,5.84096459934531,1.5733711988907e-4,17.85,6,0.00132318151190442,1.5409569318827e-4,0.00145188569521499,0.49
PGP,Glycerol-3-phosphate phosphatase,-0.45,Up in X1,2.878,-5.84052738743006,1.5743109419988e-4,18.95,8,0.00132318151190442,2.4067683026826e-4,0.00205199539581748,-0.45
PSMA3,Proteasome subunit alpha type-3,-1.47,Up in X1,2.878,-5.84168291846844,1.5718285514512e-4,15.28,1,0.00132318151190442,1.5633978457424e-4,0.00147068760783113,-1.47
HARS1,"Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, mitochondrial",-0.46,Up in X1,2.878,-5.83841029565418,1.578869950264e-4,19.68,6,0.00132329338670551,1.4361471629123e-4,0.00137280820080006,-0.46
RPL6,60S ribosomal protein L6,-0.23,Non-significant,2.878,-5.83838852649896,1.5789169021701e-4,22.82,25,0.00132329338670551,0.0012064628712586,0.00715294670264243,-0.23
GCA,Grancalcin,-1.13,Up in X1,2.877,-5.83439825756484,1.5875485226707e-4,15.18,3,0.00132864563064253,1.6838032975522e-4,0.00156160879492427,-1.13
PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,-0.49,Up in X1,2.873,-5.82698091613255,1.6037283827069e-4,16.48,7,0.00134029107916342,2.1169597216505e-4,0.00185571121081576,-0.49
CLIC1,Chloride intracellular channel protein 1,-0.39,Up in X1,2.873,-5.82487711351582,1.6083496861984e-4,23.34,18,0.00134036691454029,4.7786051322855e-4,0.00344397156732443,-0.39
GGA1,ADP-ribosylation factor-binding protein GGA3;ADP-ribosylation factor-binding protein GGA2,-1.05,Up in X1,2.873,-5.82508815341682,1.607885462381e-4,16.49,4,0.00134036691454029,1.9945782619816e-4,0.00178007836744276,-1.05
CAST,Calpastatin,-0.79,Up in X1,2.871,-5.82063753957959,1.6177060076327e-4,16.78,10,0.00134626813602858,2.9402405702123e-4,0.00237669446092162,-0.79
MCM6,DNA replication licensing factor MCM6,0.31,Non-significant,2.866,5.81064979962115,1.6399797249644e-4,19.29,19,0.00136288764503011,6.4122580010525e-4,0.0043510700220445,0.31
INPP1,Inositol polyphosphate 1-phosphatase,-1.23,Up in X1,2.861,-5.80263224838997,1.6580979043488e-4,16.07,4,0.00137601196353889,2.2728550912471e-4,0.00195756675035069,-1.23
MDP1,Magnesium-dependent phosphatase 1,-1.07,Up in X1,2.86,-5.79866498639966,1.6671425362795e-4,16.07,2,0.00138158016626976,1.1787283593144e-4,0.00118212469526501,-1.07
EIF1,Eukaryotic translation initiation factor 1,-0.68,Up in X1,2.851,-5.7825698576744,1.7043833754867e-4,19.49,8,0.00141046663395179,2.8140104950786e-4,0.00228715660705772,-0.68
AACS,Acetoacetyl-CoA synthetase,-0.65,Up in X1,2.85,-5.78112137117436,1.7077784013752e-4,16.96,12,0.00141130234649966,0.00033378264481053003,0.00264744223772649,-0.65
CUL2,Cullin-2,0.42,Up in X1H,2.85,5.77949929206992,1.7115889175685e-4,17.97,9,0.0014124786088219,3.0007253134121e-4,0.0024092295294119,0.42
SLC33A1,Acetyl-coenzyme A transporter 1,-0.64,Up in X1,2.85,-5.77806982785643,1.7149545153579e-4,18.07,7,0.00141328493974552,2.5497137150834e-4,0.00212084882374833,-0.64
JPT1,Jupiter microtubule associated homolog 1,-0.99,Up in X1,2.846,-5.76941534704186,1.7354832921834e-4,19.86,4,0.00142479411559003,2.0757463842185e-4,0.00183472439165341,-0.99
MBTPS1,Membrane-bound transcription factor site-1 protease,2.27,Up in X1H,2.846,5.76950458988581,1.7352702639764e-4,15.11,1,0.00142479411559003,2.4383000089768e-4,0.0020739564848094,2.27
TF,Serotransferrin,-0.36,Non-significant,2.846,-5.76913852681311,1.7361442578002e-4,20.89,58,0.00142479411559003,6.7137429741875e-4,0.00448750846802095,-0.36
COG8,Conserved oligomeric Golgi complex subunit 8,0.55,Up in X1H,2.845,5.76523419849505,1.7454954785404e-4,17.23,13,0.00142978355990657,3.6586724678746e-4,0.00283355562727935,0.55
EML4,Echinoderm microtubule-associated protein-like 4,0.22,Non-significant,2.845,5.76458449781853,1.7470568088768e-4,21.43,36,0.00142978355990657,0.00165819043877961,0.00911003976440014,0.22
PSMA7,Proteasome subunit alpha type-7,-0.31,Non-significant,2.845,-5.76347174579932,1.7497344049856e-4,21.84,17,0.00142999702683699,6.4683605457115e-4,0.00436933326211944,-0.31
URM1,Ubiquitin-related modifier 1,-1.05,Up in X1,2.843,-5.75954604628723,1.7592159749757e-4,17.21,2,0.0014357628860595,1.1985454416386e-4,0.00119189804675227,-1.05
CANT1,Soluble calcium-activated nucleotidase 1,0.34,Non-significant,2.838,5.7498798118009,1.7827982056681e-4,18.56,8,0.00145300509406869,2.4465466053692e-4,0.0020739564848094,0.34
GPT2,Alanine aminotransferase 2,0.22,Non-significant,2.83,5.73548768039397,1.8185405889993e-4,21.44,19,0.00148009692780046,0.00125927940395806,0.00737738240912855,0.22
MVK,Mevalonate kinase,-1,Up in X1,2.829,-5.73355248987554,1.8234049048832e-4,17.35,9,0.00148201742063108,3.1812228477303e-4,0.00253683228976015,-1
NACA,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",-0.52,Up in X1,2.829,-5.73242535985037,1.826244502104e-4,20.34,6,0.0014822892618587,1.9631723010505e-4,0.00176536329868022,-0.52
ETF1,Eukaryotic peptide chain release factor subunit 1,-0.36,Non-significant,2.819,-5.71296145010976,1.8760358717148e-4,19.62,19,0.00151853683350706,5.920044232306e-4,0.00408262257838638,-0.36
PDE12,"2',5'-phosphodiesterase 12",-0.25,Non-significant,2.819,-5.71329156743168,1.8751793499756e-4,19.04,13,0.00151853683350706,6.8539278233948e-4,0.00455263029969611,-0.25
PCBP1,Poly(rC)-binding protein 3;Poly(rC)-binding protein 1,-0.27,Non-significant,2.813,-5.70327858458743,1.901346610394e-4,22.6,8,0.00153692184340187,2.2372300001726e-4,0.00193747638695419,-0.27
EIF2D,Eukaryotic translation initiation factor 2D,-0.67,Up in X1,2.811,-5.69791407874833,1.9155267334789e-4,17.35,12,0.00154627171650684,3.6815301054462e-4,0.00284381379032966,-0.67
DARS2,"Aspartate--tRNA ligase, mitochondrial",0.25,Non-significant,2.811,5.6966287938594,1.9189409720539e-4,19.11,18,0.00154691740213121,9.5816346741029e-4,0.00596784551228075,0.25
