"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"VPS28","Vacuolar protein sorting-associated protein 28 homolog",1.25,"Up in X3H",2.833,5.02032829563974,0.0004909090705785,15.56,3,0.00146850807412183,0.000654474737988228,0.00195779930468976
"NUP98","Nuclear pore complex protein Nup98-Nup96",-0.15,"Non-significant",2.831,-5.01656209186931,0.000493676041993214,19.21,32,0.0014760389795219,0.00611628229184981,0.0133493332057821
"MRPL3","39S ribosomal protein L3, mitochondrial",-0.23,"Non-significant",2.83,-5.01484989908006,0.000494939447706793,19.43,8,0.0014790690465056,0.000546724819301936,0.00167441550507741
"PPM1F","Protein phosphatase 1F",1.24,"Up in X3H",2.83,5.01393136450566,0.000495618640774737,16.96,8,0.00148035108403035,0.000853797590979991,0.00245033440164827
"XPO5","Exportin-5",0.35,"Non-significant",2.828,5.01182054709643,0.000497183206823235,17.53,17,0.0014842749923174,0.00122626546531864,0.0033545135267177
"AGFG1","Arf-GAP domain and FG repeat-containing protein 1",1.13,"Up in X3H",2.828,5.01001470869301,0.000498525890659825,18.04,9,0.00148753287697135,0.000867345503983434,0.00248286567347362
"VPS4A","Vacuolar protein sorting-associated protein 4B;Vacuolar protein sorting-associated protein 4A",0.52,"Up in X3H",2.826,5.00760993099309,0.000500319894350749,19.13,7,0.0014921334752386,0.000731395998627918,0.00214986096566388
"CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase",-0.43,"Up in X1H",2.822,-5.00023649826826,0.000505863555108243,17.46,6,0.00150790662749394,0.000538672197942156,0.00165317603486708
"DDX3X","ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y",-0.27,"Non-significant",2.821,-4.99946751408822,0.000506445462913855,20.36,21,0.00150888106951726,0.00171352935795857,0.00444690930308811
"ZMPSTE24","CAAX prenyl protease 1 homolog",-0.23,"Non-significant",2.821,-4.99843913200666,0.000507224776509605,20.53,15,0.00151044237675256,0.00173821259274636,0.00450306651106838
"PTPRK","Protein-tyrosine-phosphatase",1.97,"Up in X3H",2.82,4.99646818240497,0.000508721941688896,15.69,1,0.0015141386966666,0.000718467304996353,0.00211606323726402
"USP11","Ubiquitin carboxyl-terminal hydrolase 11;Ubiquitin carboxyl-terminal hydrolase 11;Ubiquitin carboxyl-terminal hydrolase 11",0.61,"Up in X3H",2.819,4.99506589465488,0.000509790004766717,18.04,1,0.0015165547803945,2.39449654608985e-05,0.000130342558079242
"SRP68","Signal recognition particle subunit SRP68",0.19,"Non-significant",2.818,4.99314461654233,0.000511257236574118,19.98,24,0.00152015531095932,0.0029800212391541,0.00713877962432179
"SCYL1","N-terminal kinase-like protein",0.27,"Non-significant",2.818,4.99274733651023,0.000511561189601515,17.98,9,0.00152029510741947,0.000824522802592288,0.00237869401410949
"KDM2A","Lysine-specific demethylase 2A",-0.56,"Up in X1H",2.818,-4.99170630053448,0.000512358583138283,17.8,9,0.00152190047009499,0.00087755242667569,0.0025096557315805
"CCDC9","Coiled-coil domain-containing protein 9",0.86,"Up in X3H",2.814,4.98635498855073,0.00051647840677503,17.36,2,0.00153336815498638,0.000328455944557839,0.00109429832429546
"ACP2","Lysosomal acid phosphatase",0.39,"Up in X3H",2.814,4.98586108648199,0.000516860420734762,19.36,8,0.0015337327530028,0.000773322879127487,0.00225628770995924
"RSRC2","Arginine/serine-rich coiled-coil protein 2",0.68,"Up in X3H",2.814,4.9850085125958,0.000517520560887905,15.91,2,0.00153492188409711,0.000148123552861048,0.000573591009344778
"TRUB2","Mitochondrial mRNA pseudouridine synthase TRUB2",-0.8,"Up in X1H",2.813,-4.98384089252126,0.000518426094322222,17.06,4,0.0015368372746015,0.000606434407837878,0.00183731305231783
"KDM1A","Lysine-specific histone demethylase 1A",-0.32,"Non-significant",2.809,-4.97665339349927,0.000524037527863589,18.61,17,0.00155114059648267,0.00137975406726645,0.00370814068505151
"NME2P1","Putative nucleoside diphosphate kinase;Putative nucleoside diphosphate kinase;Nucleoside diphosphate kinase A",0.53,"Up in X3H",2.809,4.97687441040394,0.000523864015663107,22.89,2,0.00155114059648267,1.83838670845887e-05,0.000105689462893769
"TARS3","Threonine--tRNA ligase 2, cytoplasmic;Threonine--tRNA ligase 2, cytoplasmic;Threonine--tRNA ligase 1, cytoplasmic",1.2,"Up in X3H",2.809,4.97684195495985,0.000523889491403302,15.18,2,0.00155114059648267,0.000569797999747717,0.0017399914128126
"PLAA","Phospholipase A-2-activating protein",0.25,"Non-significant",2.807,4.97340852008778,0.000526592008098146,17.3,11,0.00155792245595837,0.0011709297768842,0.00322400720792173
"H2AX","Histone H2AX;Histone H2AX;Histone H2A type 2-B",-0.43,"Up in X1H",2.803,-4.96588126936415,0.000532568872495284,24.64,5,0.00157481760047706,0.000383900368744907,0.00124467862019924
"NPC2","NPC intracellular cholesterol transporter 2",0.42,"Up in X3H",2.799,4.96026927638329,0.000537071902508241,20.97,10,0.00158733988368694,0.00096992844435645,0.0027276932534492
"DTYMK","Thymidylate kinase",0.19,"Non-significant",2.799,4.95956526557523,0.000537639649094456,20.13,15,0.00158822456499845,0.00220325444203082,0.00549606093317721
"SSBP1","Single-stranded DNA-binding protein, mitochondrial",-0.19,"Non-significant",2.799,-4.95906355344482,0.000538044642299711,21.99,9,0.00158862781860648,0.000804755212584402,0.00233550296353434
"GATD1","Glutamine amidotransferase-like class 1 domain-containing protein 1",1.46,"Up in X3H",2.799,4.95815056714929,0.000538782457891777,16.33,3,0.00158922024094997,0.000773973310280088,0.00225707248739639
"LPGAT1","Acyl-CoA:lysophosphatidylglycerol acyltransferase 1",1.29,"Up in X3H",2.799,4.95834741874874,0.000538623284401495,15.61,6,0.00158922024094997,0.000890325187253798,0.00253882126890637
"GGPS1","Geranylgeranyl pyrophosphate synthase",1.06,"Up in X3H",2.796,4.95399853401816,0.000542151459422414,15.99,2,0.00159836082979692,0.000515030960973079,0.00158969128642551
"TNS1","Tensin-3;Tensin-1",0.43,"Up in X3H",2.794,4.95078609367953,0.000544773437411162,17.08,12,0.0016052910503794,0.00106913785929045,0.00297278604954022
"NECAP2","Adaptin ear-binding coat-associated protein 2",1.03,"Up in X3H",2.794,4.9497024943383,0.000545660904863335,17.28,4,0.00160710581088918,0.000754111020022605,0.00220894797300681
"MSH2","DNA mismatch repair protein Msh2",-0.2,"Non-significant",2.794,-4.9489126520005,0.000546308754190969,19.39,22,0.00160821338236217,0.00279933637308165,0.00676344357677587
"ETF1","Eukaryotic peptide chain release factor subunit 1",0.26,"Non-significant",2.784,4.93439869696183,0.000558360241047872,19.57,19,0.00164287297179525,0.00179335346663444,0.00461962231696822
"EPPK1","Epiplakin;Epiplakin;Plectin;Plectin",-0.32,"Non-significant",2.784,-4.93282013735588,0.000559687923189273,19.66,8,0.00164596095502531,0.000775811242509311,0.002261317794053
"SF3B6","Splicing factor 3B subunit 6",-0.47,"Up in X1H",2.78,-4.9264872877304,0.000565048146422622,18.6,5,0.00166089909706043,0.000488224949040927,0.00151564901546441
"HELLS","Lymphoid-specific helicase",-2.83,"Up in X1H",2.78,-4.92599981522814,0.000565463007085027,16.06,8,0.00166129325368526,0.000975556997597328,0.00274091678764643
"SERBP1","Plasminogen activator inhibitor 1 RNA-binding protein",0.3,"Non-significant",2.779,4.92466945599601,0.000566596850362676,20.69,17,0.00166379829458856,0.00154652144873972,0.00407425085137708
"EIF4E","Eukaryotic translation initiation factor 4E",0.48,"Up in X3H",2.778,4.92265639243521,0.000568317149716623,19.62,6,0.00166719512884148,0.000674255707784812,0.00200884744358647
"SAR1A","GTP-binding protein SAR1a;GTP-binding protein SAR1a;GTP-binding protein SAR1b",0.53,"Up in X3H",2.778,4.92268422810182,0.000568293324426448,20.25,2,0.00166719512884148,2.3447798672849e-05,0.000127989506224398
"SH3BGRL3","SH3 domain-binding glutamic acid-rich-like protein 3",0.94,"Up in X3H",2.775,4.91700376458757,0.000573177458303237,18.24,3,0.00168061993101103,0.000617016408656058,0.00186174711372662
"TRAPPC4","Trafficking protein particle complex subunit 4",0.71,"Up in X3H",2.774,4.9155318201308,0.000574450321020326,17.82,9,0.00168351785511504,0.000981927417141254,0.00275619759356015
"RUVBL1","RuvB-like 1",-0.13,"Non-significant",2.773,-4.91450822517938,0.000575337245052494,20.59,24,0.0016849977799334,0.00788517536141403,0.0166571162490135
"SLC7A1","High affinity cationic amino acid transporter 1",-0.87,"Up in X1H",2.773,-4.91429193082296,0.000575524845909314,18.09,2,0.0016849977799334,0.000387542028935276,0.00125236820601312
"SUZ12","Polycomb protein SUZ12",-0.91,"Up in X1H",2.773,-4.9130902495469,0.00057656829765843,17.64,4,0.00168721791159492,0.000746994361710386,0.00218918555633499
"PSEN1","Presenilin-1",1.14,"Up in X3H",2.769,4.90750143763426,0.000581447705884491,17.96,4,0.00170065549961371,0.000838547056772996,0.00241326990998337
"ANKS1A","Ankyrin repeat and SAM domain-containing protein 1A",0.84,"Up in X3H",2.768,4.90451964653452,0.000584068949235981,15.76,4,0.00170651811144729,0.000716233457475426,0.00211053454575802
"APPL2","DCC-interacting protein 13-beta",1.16,"Up in X3H",2.768,4.90423782946686,0.000584317338819032,16.56,7,0.00170651811144729,0.000975389903649671,0.00274091678764643
"COTL1","Coactosin-like protein",0.59,"Up in X3H",2.768,4.90426293313056,0.00058429520824977,19.45,8,0.00170651811144729,0.000947760587034217,0.00267552451979077
"PTGFRN","Prostaglandin F2 receptor negative regulator",-0.65,"Up in X1H",2.766,-4.90118429793523,0.00058701588886219,16.79,3,0.00171355353448326,0.000345597069059766,0.00114296933288956
"PIK3R2","Phosphatidylinositol 3-kinase regulatory subunit beta;Phosphatidylinositol 3-kinase regulatory subunit beta",0.93,"Up in X3H",2.765,4.89869806049704,0.000589222877417033,14.88,1,0.00171914781344999,0.000363354213173102,0.00119111738467881
"ACSM3","Acyl-coenzyme A synthetase ACSM3, mitochondrial",1.05,"Up in X3H",2.764,4.89665114233006,0.000591046509148172,16.57,10,0.00172361862722017,0.00102493540955256,0.00286875251576276
"MRPL42","39S ribosomal protein L42, mitochondrial",1.7,"Up in X3H",2.763,4.89563922128888,0.000591950260474913,14.52,2,0.00172540378878328,0.000823990331158175,0.0023783174582746
"STX5","Syntaxin-5",0.56,"Up in X3H",2.762,4.89293900870625,0.000594369028478529,18.41,8,0.00173160095593671,0.000955658537488065,0.0026952486016763
"UTP3","Something about silencing protein 10",-0.47,"Up in X1H",2.759,-4.88871252278397,0.000598176096136714,18.74,12,0.0017418346263981,0.00113873462373534,0.00314707742580196
"TLCD4","TLC domain-containing protein 4",2.09,"Up in X3H",2.756,4.88330972074394,0.000603080523836228,15.26,2,0.00175525207060451,0.000903640725413955,0.00257415680713793
"PIPOX","Peroxisomal sarcosine oxidase",0.22,"Non-significant",2.753,4.8791659846847,0.00060687097400201,20,16,0.00176541570952305,0.00215950217448608,0.00541201794427535
"ATP11A","Probable phospholipid-transporting ATPase IH;Probable phospholipid-transporting ATPase IH;Phospholipid-transporting ATPase IG",0.8,"Up in X3H",2.753,4.87788927313452,0.000608043930935819,16.07,1,0.00176795869255393,0.00024018983427283,0.000847467650204134
"EHBP1","EH domain-binding protein 1-like protein 1;EH domain-binding protein 1",1.08,"Up in X3H",2.75,4.8739876172789,0.000611643464004788,15.67,1,0.00177755126547953,0.000512638661310371,0.00158395976969894
"TRMT11","tRNA (guanine(10)-N2)-methyltransferase homolog",0.67,"Up in X3H",2.75,4.87341896395475,0.000612169971445476,16.17,5,0.001778208012294,0.000770696415902502,0.0022508443696422
"MRPL19","39S ribosomal protein L19, mitochondrial",-0.24,"Non-significant",2.746,-4.86710521372018,0.00061804823804238,20.07,9,0.00179440207286397,0.000965298780772933,0.00271854968388074
"CENPC","Centromere protein C",0.56,"Up in X3H",2.745,4.86520755331867,0.000619826707903974,16.24,7,0.00179692044618707,0.000926745313522593,0.00262761134528185
"LLGL2","LLGL scribble cell polarity complex component 2",0.24,"Non-significant",2.745,4.86553089544862,0.000619523290775605,18.27,14,0.00179692044618707,0.00175262823449637,0.00453643974781934
"SNW1","SNW domain-containing protein 1",-0.26,"Non-significant",2.745,-4.86547203631499,0.000619578511139593,18.94,13,0.00179692044618707,0.00157623068005013,0.00414697951705497
"ISOC2","Isochorismatase domain-containing protein 2",0.68,"Up in X3H",2.745,4.86397705853205,0.000620982821430854,18.92,6,0.00179850971826058,0.000895639164416737,0.00255274418875426
"ITGAV","Integrin alpha-V",0.25,"Non-significant",2.745,4.86400507469303,0.00062095647332701,18.55,22,0.00179850971826058,0.00220543675151384,0.0054991863711367
"MYD88","Myeloid differentiation primary response protein MyD88",1.17,"Up in X3H",2.744,4.86256789723706,0.00062230961599151,15.16,2,0.00180147064472689,0.000670574359967493,0.00200090191020053
"SCIN","Adseverin",-0.86,"Up in X1H",2.741,-4.8572802976131,0.000627315064444084,17.3,1,0.00181507248719592,0.000317324905123603,0.00106500933840973
"NDUFA10","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.2,"Non-significant",2.741,4.85618089253807,0.000628361164865082,20.84,13,0.00181721066104921,0.00195671536114039,0.00497642316896734
"WDR92","WD repeat-containing protein 92",1.25,"Up in X3H",2.736,4.84912523141473,0.00063511899284356,14.98,1,0.00183585690310471,0.000652770527002459,0.0019536890279583
"TTR","Transthyretin",-0.71,"Up in X1H",2.733,-4.84332590829275,0.000640731314399721,16.15,6,0.00185117538442537,0.000938526279075534,0.00265325369961296
"ARL6IP4","ADP-ribosylation factor-like protein 6-interacting protein 4",0.68,"Up in X3H",2.732,4.84192112730499,0.000642098707199747,15.96,3,0.00185422062005901,0.000433588477585912,0.00136975067905811
"PPP2R5D","Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform",0.9,"Up in X3H",2.73,4.83800096111286,0.000645930955903557,15.48,1,0.00186346829160475,0.000376430539140497,0.00122515924097597
"TMLHE","Trimethyllysine dioxygenase, mitochondrial",0.83,"Up in X3H",2.73,4.83804031364241,0.000645892365462086,16.86,7,0.00186346829160475,0.00103905432572121,0.00290414947817307
"PEF1","Peflin",0.45,"Up in X3H",2.729,4.83619525786242,0.000647704327099064,18.58,4,0.0018676737346224,0.000290533921925565,0.00099426790979385
"NAE1","NEDD8-activating enzyme E1 regulatory subunit",0.69,"Up in X3H",2.726,4.83214598012044,0.000651699925511906,18.17,15,0.00187827981454162,0.00120117845249064,0.00329197448049427
"SRCAP","Helicase SRCAP",-0.3,"Non-significant",2.725,-4.82948532667292,0.000654339551859863,16.68,15,0.00188496939063038,0.00163656386637401,0.00428855110599425
"C7orf50","Uncharacterized protein C7orf50",-0.38,"Non-significant",2.723,-4.82733701410549,0.000656479170424289,19.45,6,0.00189021277440414,0.00061535409147934,0.00185862693174235
"EPHA2","Ephrin type-A receptor 2;Ephrin type-A receptor 2;Ephrin type-B receptor 4",-0.72,"Up in X1H",2.722,-4.82481829502661,0.000658997161335985,16.71,1,0.00189653998230789,0.000163152749411812,0.000618830011711342
"EIF3C","Eukaryotic translation initiation factor 3 subunit C",-0.19,"Non-significant",2.722,-4.82420707326656,0.000659609751368198,21.07,26,0.00189738011611358,0.00374185406697113,0.00877896531097072
"WBP11","WW domain-binding protein 11",-0.24,"Non-significant",2.71,-4.80643130608715,0.000677692407909128,19.72,9,0.00194844799688936,0.00105714483107448,0.00294914001200741
"C8orf82","UPF0598 protein C8orf82",0.36,"Non-significant",2.71,4.80535719382947,0.000678801793029081,18.17,7,0.00194993756019129,0.000817593993534175,0.00236562526148739
"SLC35B1","Solute carrier family 35 member B1",-0.68,"Up in X1H",2.71,-4.80529161126531,0.000678869591683972,18.49,2,0.00194993756019129,0.000231333284461035,0.000823090224988542
"UBAP2L","Ubiquitin-associated protein 2-like",0.57,"Up in X3H",2.706,4.79871169458633,0.000685708525962167,17.63,12,0.00196862559345858,0.00124852533314116,0.00340282100239347
"B3GLCT","Beta-1,3-glucosyltransferase",1.12,"Up in X3H",2.703,4.7945689431891,0.000690051843692586,15.2,5,0.00198013421878227,0.00105980295326421,0.00295237950775156
"XRCC6","X-ray repair cross-complementing protein 6",-0.11,"Non-significant",2.702,-4.79246565414791,0.000692268128259008,22.39,40,0.00198553103000899,0.0186505269848127,0.0354497809730603
"TRIP10","Cdc42-interacting protein 4",0.52,"Up in X3H",2.702,4.79213420573538,0.000692618071698063,17.5,8,0.00198557225302202,0.00109435477066222,0.00303292607869244
"ALYREF","THO complex subunit 4",-0.26,"Non-significant",2.701,-4.78984671025934,0.000695038336015186,21.64,8,0.00199154568242221,0.000850831530758485,0.00244505593370469
"MRPS18A","39S ribosomal protein S18a, mitochondrial",-0.58,"Up in X1H",2.7,-4.78813126246828,0.000696859239403673,17.51,4,0.00199579676648186,0.000579112023733415,0.00176356451077232
"COPS4","COP9 signalosome complex subunit 4",0.22,"Non-significant",2.696,4.78153314711119,0.000703910294482029,19.16,21,0.00201501558415586,0.00279564358145308,0.00675728066644521
"YIPF5","Protein YIPF5",0.54,"Up in X3H",2.695,4.78065149250665,0.000704858191230664,18.93,2,0.00201675334502507,5.34114700667433e-05,0.000252828534707936
"ERP44","Endoplasmic reticulum resident protein 44",0.17,"Non-significant",2.695,4.77968626618036,0.000705897492244626,20.53,16,0.00201875082726508,0.00337413188556211,0.00799399183636377
"SCP2","Non-specific lipid-transfer protein",0.26,"Non-significant",2.694,4.77816394181748,0.000707539951173599,20.66,18,0.00202247047878946,0.00209135954002271,0.00526353653692657
