Genes,ProtDesc,X3_vs_X3H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
LACTB,"Serine beta-lactamase-like protein LACTB, mitochondrial",-0.2,Non-significant,1.043,-2.81883401589278,0.0178707766098168,19.11,17,0.0905320078769573,0.0285666777560602,0.128931374738832,-0.2
CAPZA1,F-actin-capping protein subunit alpha-2;F-actin-capping protein subunit alpha-1,0.09,Non-significant,1.043,2.81813044206792,0.0178925486572605,21.24,10,0.0905647651026605,0.0294311074344517,0.130794110075034,0.09
PTPN1,Tyrosine-protein phosphatase non-receptor type 1,-0.1,Non-significant,1.042,-2.81690062502879,0.0179306693313533,19.98,14,0.0906801456697583,0.0390496780538835,0.153307744553072,-0.1
CBX5,Chromobox protein homolog 5;Chromobox protein homolog 5;Chromobox protein homolog 3,0.32,Non-significant,1.04,2.81253472913811,0.0180666597149172,20.04,2,0.0911694959403049,0.00452239077406448,0.042677808947591,0.32
MRPS22,"28S ribosomal protein S22, mitochondrial",-0.09,Non-significant,1.04,-2.81231103215929,0.0180736553554128,20.11,15,0.0911694959403049,0.0458558656209377,0.167590584854286,-0.09
SERPINH1,Serpin H1,-0.07,Non-significant,1.04,-2.81308760165356,0.0180493814921194,20.78,21,0.0911694959403049,0.0805558372578123,0.235498462971579,-0.07
TARS1,"Threonine--tRNA ligase 2, cytoplasmic;Threonine--tRNA ligase 1, cytoplasmic",0.55,Non-significant,1.04,2.8111901920229,0.018108748228049,17.28,24,0.091268708062492293,0.0246028692830104,0.118257658446444,0.55
RHBDF2,Inactive rhomboid protein 2,0.29,Non-significant,1.039,2.81029419827362,0.018136850530864,17.3,3,0.0913325485881893,0.00839272172046771,0.0621740395797351,0.29
DIABLO,"Diablo homolog, mitochondrial",-0.12,Non-significant,1.039,-2.80947958815743,0.0181624383189835,20.76,10,0.091371947114407,0.0276932668404669,0.126827445739197,-0.12
TBC1D9B,TBC1 domain family member 9B,0.35,Non-significant,1.039,2.80857162649996,0.018191001132461,16.45,16,0.091371947114407,0.0254269482960346,0.120302897009945,0.35
UTP15,U3 small nucleolar RNA-associated protein 15 homolog,-0.15,Non-significant,1.039,-2.80859675807639,0.0181902099319696,18.32,20,0.091371947114407,0.0344409058679547,0.142292066718186,-0.15
H4C1,Histone H4,-0.09,Non-significant,1.038,-2.80670574478441,0.0182498401209367,27.38,15,0.0915897404542682,0.0476096852300407,0.171667585317581,-0.09
RPSA,40S ribosomal protein SA,0.12,Non-significant,1.038,2.80607526191106,0.0182697650531035,22.79,17,0.0916120337450963,0.0383064657452228,0.151721630353127,0.12
MRPS30,"39S ribosomal protein S30, mitochondrial",-0.16,Non-significant,1.037,-2.80421192276293,0.018328779351615698,18.96,10,0.0917524428286887,0.0261837670943227,0.12228046558572,-0.16
USP11,Ubiquitin carboxyl-terminal hydrolase 11;Ubiquitin carboxyl-terminal hydrolase 11;Ubiquitin carboxyl-terminal hydrolase 11,0.47,Non-significant,1.037,2.80431255800374,0.0183255872200928,18.11,1,0.0917524428286887,0.00930002671221902,0.0662193237740071,0.47
MRPS23,"28S ribosomal protein S23, mitochondrial",-0.1,Non-significant,1.036,-2.80189399209045,0.0184024584885393,20.34,12,0.0920434039532433,0.0359227700442006,0.145585637227079,-0.1
TXNDC9,Thioredoxin domain-containing protein 9,0.23,Non-significant,1.036,2.80093829273855,0.0184329234757156,17.31,4,0.0921179123359875,0.00978499706704255,0.0676646161695097,0.23
SCLY,Selenocysteine lyase,0.22,Non-significant,1.035,2.79950036845633,0.0184788558998679,17.25,8,0.0922695277295515,0.0230272373115805,0.113543469310518,0.22
MCMBP,Mini-chromosome maintenance complex-binding protein,0.38,Non-significant,1.033,2.79671297772647,0.0185682227421106,15.78,6,0.0926375834444084,0.0223943304426806,0.111914909822078,0.38
MTX1,Metaxin-1,-0.15,Non-significant,1.033,-2.79582467252011,0.018596793891737,19.52,12,0.0927019624746483,0.0294435955078495,0.130794110075034,-0.15
GORASP2,Golgi reassembly-stacking protein 2,0.11,Non-significant,1.032,2.79443118200656,0.0186417026186429,20.67,7,0.0928476047091835,0.0139160323114992,0.083595089530092,0.11
PTCD1,"Pentatricopeptide repeat-containing protein 1, mitochondrial",-0.16,Non-significant,1.031,-2.79213191218063,0.0187160405389339,18.15,9,0.0931394548939209,0.0247093413511063,0.118480691065232,-0.16
NEDD9,Enhancer of filamentation 1,-0.9,Non-significant,1.03,-2.7886133652659,0.0188303756056831,15.29,2,0.0934013571450494,0.0214952905312834,0.109361680200863,-0.9
SF3B1,Splicing factor 3B subunit 1,0.06,Non-significant,1.03,2.78901375626674,0.0188173296402914,21.55,42,0.0934013571450494,0.112670604664595,0.288852672357195,0.06
SLU7,Pre-mRNA-splicing factor SLU7,1.15,Non-significant,1.03,2.78992472758088,0.018787681197112,15.09,1,0.0934013571450494,0.0217560030298186,0.110362994322271,1.15
SORBS3,Vinexin,0.21,Non-significant,1.03,2.78808531027691,0.0188475951379397,18.43,10,0.0934013571450494,0.0258609833710237,0.121291995751458,0.21
TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial",-0.18,Non-significant,1.03,-2.7881222381736,0.018846390429246,17.71,8,0.0934013571450494,0.022892057812717,0.113254436519938,-0.18
CYP4F11,Cytochrome P450 4F2;Cytochrome P450 4F2;Cytochrome P450 4F11;Cytochrome P450 4F11;Cytochrome P450 4F12,-0.54,Non-significant,1.029,-2.78740546909392,0.0188697875944097,17.85,1,0.093433082172487,0.0128322439448418,0.0792571893753955,-0.54
CSAD,Cysteine sulfinic acid decarboxylase,1.18,Non-significant,1.029,2.78619390313847,0.0189094024938142,15.05,1,0.0935509486253332,0.0220381990648173,0.111004700045252,1.18
NADSYN1,Glutamine-dependent NAD(+) synthetase,0.17,Non-significant,1.029,2.7854766648664,0.0189328935482323,17.49,7,0.0935889148913037,0.0196299566135236,0.103274935620569,0.17
OCIAD1,OCIA domain-containing protein 1,-0.17,Non-significant,1.027,-2.78222636552902,0.019039715258959,20.22,5,0.0940383933115696,0.00968917504138909,0.067527501436866,-0.17
PITHD1,PITH domain-containing protein 1,-0.4,Non-significant,1.026,-2.78075889392044,0.0190881419522419,16.91,5,0.0941989457309552,0.0218346166978405,0.110362994322271,-0.4
IFITM3,Interferon-induced transmembrane protein 3,0.28,Non-significant,1.024,2.77711525465915,0.0192089173774439,21.49,2,0.0947159701019464,0.00206537905383704,0.0261688391039695,0.28
ALG3,"Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase",-0.32,Non-significant,1.023,-2.77651036583129,0.0192290416458869,18.36,2,0.0947362526383955,0.00448485760960815,0.0424590439616823,-0.32
FAM207A,Protein FAM207A,0.27,Non-significant,1.022,2.77420387039178,0.0193059715370637,17.33,6,0.0950361344299548,0.0213780991633761,0.108859047116778,0.27
PRC1,Protein regulator of cytokinesis 1,-0.97,Non-significant,1.022,-2.77340346575249,0.0193327399863706,13.88,2,0.0950493310692897,0.0225006374560908,0.112067568878526,-0.97
VARS1,Valine--tRNA ligase,0.05,Non-significant,1.022,2.77316328126996,0.0193407798897118,21.28,45,0.0950493310692897,0.137254461118587,0.324006976133463,0.05
GTF2F1,General transcription factor IIF subunit 1,0.28,Non-significant,1.02,2.77041656192038,0.0194329619805873,17.99,8,0.0954231004474149,0.0246390116050769,0.118335252976656,0.28
MON2,Protein MON2 homolog,0.36,Non-significant,1.018,2.76651495022298,0.0195646610386787,17.3,9,0.0959901321441641,0.0256184340732027,0.120580632524704,0.36
ITCH,E3 ubiquitin-protein ligase Itchy homolog,0.23,Non-significant,1.017,2.76452078314665,0.0196323194047568,16.45,12,0.0962422816221593,0.0277695720252953,0.12703806734718,0.23
AARS2,"Alanine--tRNA ligase, mitochondrial",-0.1,Non-significant,1.016,-2.76207461518366,0.0197156337035944,19.08,25,0.0964713739680047,0.0518005409363699,0.180371308744272,-0.1
PPP2R1A,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform;Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,0.15,Non-significant,1.016,2.76243132285687,0.0197034625234027,19.97,8,0.0964713739680047,0.023182068253126,0.113865407292467,0.15
SRRM2,Serine/arginine repetitive matrix protein 2,0.13,Non-significant,1.016,2.76123628269833,0.0197442680201544,20.36,25,0.0964713739680047,0.0408065044163642,0.156651312059452,0.13
ZFX,Zinc finger Y-chromosomal protein,-1.03,Non-significant,1.016,-2.76138682593272,0.0197391229551599,15.76,1,0.0964713739680047,0.0221047230926244,0.111219087193077,-1.03
RBPMS,RNA-binding protein with multiple splicing,0.32,Non-significant,1.015,2.76044075493465,0.0197714788277236,17.8,5,0.096524620646568,0.0209103864102301,0.107682120443282,0.32
CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform",-0.14,Non-significant,1.015,-2.75988142210724,0.0197906331510687,20.45,19,0.096538480094702,0.0373776159856594,0.149333797290443,-0.14
GEMIN5,Gem-associated protein 5,0.12,Non-significant,1.015,2.75805569529802,0.0198532845777402,17.51,27,0.0966051684592834,0.0431371935488235,0.161734249002213,0.12
REXO2,"Oligoribonuclease, mitochondrial",0.32,Non-significant,1.015,2.75823336832214,0.0198471788516251,19.29,5,0.0966051684592834,0.0211204033903589,0.108433184731972,0.32
U2AF1L4,Splicing factor U2AF 26 kDa subunit,0.35,Non-significant,1.015,2.75862689258668,0.0198336621048252,19.25,3,0.0966051684592834,0.013788116273279,0.0832492693765226,0.35
DNASE2,Deoxyribonuclease-2-alpha,0.23,Non-significant,1.014,2.75621326412947,0.0199167107082866,19.29,3,0.0968008501799867,0.00342212254247426,0.0366824258764859,0.23
RBM12B,RNA-binding protein 12B,-0.29,Non-significant,1.014,-2.75593758104099,0.0199262186106513,17.17,7,0.0968008501799867,0.0243032883254369,0.117198497980123,-0.29
CXADR,Coxsackievirus and adenovirus receptor,0.09,Non-significant,1.011,2.74973483949356,0.0201413482309657,19.44,13,0.0974749147172076,0.044197120691829,0.164061708364838,0.09
ITPR2,"Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 2;Inositol 1,4,5-trisphosphate receptor type 3;Inositol 1,4,5-trisphosphate receptor type 3",-0.35,Non-significant,1.011,-2.75050191850142,0.0201146180755407,17.73,1,0.0974749147172076,0.00291575604495353,0.0331779394576731,-0.35
SNX9,Sorting nexin-9,0.21,Non-significant,1.011,2.75002856019052,0.0201311088395725,17.65,9,0.0974749147172076,0.0263584851786156,0.122709014006191,0.21
TMEM181,Transmembrane protein 181,-0.33,Non-significant,1.011,-2.75058133493031,0.0201118527072913,17.37,2,0.0974749147172076,0.00585866242116437,0.0506068694102621,-0.33
TTC1,Tetratricopeptide repeat protein 1,0.18,Non-significant,1.011,2.7495629846954,0.0201473416763808,18.73,6,0.0974749147172076,0.0178225746325559,0.0971946305076804,0.18
PSMD7,26S proteasome non-ATPase regulatory subunit 7,0.17,Non-significant,1.011,2.74830419883614,0.0201912963935619,21.14,11,0.0976077620594003,0.0292726786631714,0.13066784456108,0.17
CPSF3,Cleavage and polyadenylation specificity factor subunit 3,-0.1,Non-significant,1.01,-2.74703364740044,0.0202357593333676,19.1,13,0.0977428473269682,0.0415400308535738,0.158678090742799,-0.1
HSD3B7,3 beta-hydroxysteroid dehydrogenase type 7,-0.56,Non-significant,1.01,-2.7464230707318,0.0202571613283645,16.75,6,0.0977664140129957,0.0254756684051818,0.120302897009945,-0.56
OGFOD3,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3,-0.27,Non-significant,1.009,-2.74445690295557,0.0203262337734238,16.9,5,0.0980198249693142,0.0197972853364535,0.10354336927358,-0.27
NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,-0.16,Non-significant,1.008,-2.74356498347817,0.0203576450503809,19.53,7,0.0980913564846121,0.020645249173568,0.106721901530443,-0.16
PERP,p53 apoptosis effector related to PMP-22,-0.98,Non-significant,1.008,-2.74307366538671,0.0203749688568508,14.09,1,0.0980949477021855,0.022477885184153,0.112048564982842,-0.98
BRIX1,Ribosome biogenesis protein BRX1 homolog,-0.18,Non-significant,1.006,-2.73853309711679,0.0205357687257832,19.41,10,0.0986283632714764,0.0283832194164386,0.128397178354027,-0.18
GMPS,GMP synthase [glutamine-hydrolyzing],0.17,Non-significant,1.006,2.73883044676994,0.0205251996102945,20.21,24,0.0986283632714764,0.0357870983367256,0.145467144934901,0.17
WAC,WW domain-containing adapter protein with coiled-coil,1.2,Non-significant,1.006,2.73942911044161,0.020503936981635,16.35,3,0.0986283632714764,0.0256002542373713,0.120580632524704,1.2
AFP,Alpha-fetoprotein,-0.11,Non-significant,1.005,-2.73713055780485,0.0205856946367448,22.67,38,0.0987879603938517,0.0536446962866944,0.184654488698445,-0.11
ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,0.89,Non-significant,1.002,2.73201722998293,0.0207687436647848,16.71,3,0.0995856209599122,0.0250119624582721,0.119640890756343,0.89
HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,0.53,Non-significant,1.002,2.73088915440516,0.0208093457705287,13.94,1,0.0996188502623126,0.0139832756427679,0.0838288165939792,0.53
NGRN,Neugrin,-0.47,Non-significant,1.002,-2.7313368499172,0.0207932226550646,15.99,4,0.0996188502623126,0.0230810732703272,0.11367468295915201,-0.47
AUH,"Methylglutaconyl-CoA hydratase, mitochondrial",-0.12,Non-significant,1,-2.72852216861948,0.0208947974929709,20.15,7,0.0999470628665388,0.0171130430977384,0.0952715751347305,-0.12
AKAP8,A-kinase anchor protein 8,-0.25,Non-significant,0.996,-2.72167339519321,0.0211440306347324,17.8,10,0.100942591111214,0.0283401318910624,0.128397178354027,-0.25
PDIA5,Protein disulfide-isomerase A5,-0.08,Non-significant,0.996,-2.72139837972107,0.021154100553981,20.38,24,0.100942591111214,0.0656141548308179,0.20790932894715,-0.08
SLC17A5,Sialin,-0.27,Non-significant,0.996,-2.72167333754315,0.0211440327451347,17.94,4,0.100942591111214,0.01611222432743,0.091325000374197,-0.27
KHDRBS3,"KH domain-containing, RNA-binding, signal transduction-associated protein 3",-0.18,Non-significant,0.995,-2.7202036406581,0.0211979026111595,19.5,6,0.101070096494948,0.0185446545289,0.0996627800613089,-0.18
ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,-0.1,Non-significant,0.995,-2.71801678832487,0.0212783130074935,21.74,14,0.101171320362506,0.0429528749709034,0.161322047250498,-0.1
MAD1L1,Mitotic spindle assembly checkpoint protein MAD1,-0.17,Non-significant,0.995,-2.71776674672293,0.0212875264240865,18.32,12,0.101171320362506,0.0319921489315639,0.136193369944095,-0.17
SLC1A5,Neutral amino acid transporter B(0),-0.13,Non-significant,0.995,-2.71884244715714,0.0212479178224795,20.61,10,0.101171320362506,0.0308894136428573,0.13406811310013,-0.13
SLC25A33,Solute carrier family 25 member 33,-0.35,Non-significant,0.995,-2.71813708807337,0.0212738816788569,17.74,3,0.101171320362506,0.0151363109207331,0.0878054428607622,-0.35
KIF4A,Chromosome-associated kinesin KIF4A,-0.26,Non-significant,0.992,-2.71362442979305,0.021440742175311,15.66,10,0.101817713845357,0.0286215110827552,0.128983836344181,-0.26
ACOT8,Acyl-coenzyme A thioesterase 8,-0.21,Non-significant,0.989,-2.70943738765902,0.0215967323469578,19.62,9,0.102476235202044,0.028124315249763,0.127908430422728,-0.21
GTPBP6,Putative GTP-binding protein 6,-0.19,Non-significant,0.988,-2.70692336792567,0.0216909376584027,17.91,8,0.10284076772818,0.0265223407639455,0.122988001802716,-0.19
ATP5PB,"ATP synthase F(0) complex subunit B1, mitochondrial",-0.18,Non-significant,0.986,-2.70341852262944,0.0218229566910098,21.57,11,0.103383854876465,0.031002787438096,0.134292454810552,-0.18
ATAD3B,ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3A,-0.16,Non-significant,0.985,-2.70163615486983,0.0218904017379483,19.89,10,0.103620405666752,0.030568444417207,0.133673861236962,-0.16
CEPT1,Choline/ethanolaminephosphotransferase 1,-0.26,Non-significant,0.983,-2.69872260257595,0.0220010995518066,20.18,3,0.104016090929981,0.00848523689227504,0.0626024272962486,-0.26
GOLM2,Protein GOLM2,-0.16,Non-significant,0.983,-2.6968786727177,0.0220714466875486,20.07,6,0.104016090929981,0.0173958286449958,0.0962194917137693,-0.16
HMOX1,Heme oxygenase 1,0.12,Non-significant,0.983,2.6981255684626,0.022023852250954,20.35,8,0.104016090929981,0.0240304578809421,0.116410519456443,0.12
PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit beta,0.1,Non-significant,0.983,2.69656888985261,0.0220832871238608,20.71,16,0.104016090929981,0.048207541228426,0.172575346230971,0.1
RBM19,Probable RNA-binding protein 19,-0.21,Non-significant,0.983,-2.69685033845365,0.0220725294086436,16.68,12,0.104016090929981,0.0312689393525872,0.134951359700407,-0.21
RRP8,Ribosomal RNA-processing protein 8,-0.15,Non-significant,0.983,-2.69620910025117,0.0220970468647939,18.76,14,0.104016090929981,0.0356596541618267,0.145315546608491,-0.15
SLC19A2,Thiamine transporter 1,-1.19,Non-significant,0.983,-2.69712062513951,0.0220622032570617,14.46,1,0.104016090929981,0.0257566592637746,0.121050161130861,-1.19
ORM1,Alpha-1-acid glycoprotein 1,-0.91,Non-significant,0.978,-2.68887671300826,0.022379337735662,14.81,3,0.105211190098626,0.0269784480855772,0.124357857319802,-0.91
PRDX5,"Peroxiredoxin-5, mitochondrial",-0.09,Non-significant,0.978,-2.68869201962343,0.0223864945638279,22.41,13,0.105211190098626,0.0497298857834801,0.175776234864561,-0.09
IDH3A,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",-0.12,Non-significant,0.977,-2.68703198804354,0.0224509230353104,20.58,11,0.105430247301533,0.0358197786327786,0.145467144934901,-0.12
UXS1,UDP-glucuronic acid decarboxylase 1,0.27,Non-significant,0.975,2.68389377513987,0.0225732280382109,17.46,7,0.105920531563913,0.027144901534571,0.124697246098589,0.27
CNBP,Cellular nucleic acid-binding protein,1.12,Non-significant,0.975,2.68310044993744,0.022604251283565,17.67,6,0.105982056136968,0.0289978558310249,0.129918820105996,1.12
CAMK2D,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit delta,0.22,Non-significant,0.974,2.68158374968027,0.0226636807975762,19.64,8,0.106176563166476,0.0279925966365696,0.127605696686119,0.22
LIMA1,LIM domain and actin-binding protein 1,0.13,Non-significant,0.974,2.68057990724764,0.02270310048126,18.82,13,0.106277092996531,0.0387400357710523,0.15261304371326,0.13
CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit gamma;Calcium/calmodulin-dependent protein kinase type II subunit delta,0.42,Non-significant,0.973,2.67959588684765,0.0227418081578839,17.9,3,0.106374133494228,0.0202613832811176,0.105341995446665,0.42
RNF40,E3 ubiquitin-protein ligase BRE1B;E3 ubiquitin-protein ligase BRE1B;E3 ubiquitin-protein ligase BRE1A,0.26,Non-significant,0.972,2.67729092114054,0.0228327347493115,16.95,2,0.106715080182999,0.00127254973193955,0.01971119571698,0.26
