"Genes","ProtDesc","X1_vs_X3","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","Comparison","X1H_vs_X3H","X3_vs_X5","X3H_vs_X5H"
"TTI1","TELO2-interacting protein 1 homolog",NA,"Up in X3",1.985,-3.82165120506076,0.00313434896244568,15.78,3,0.0103411657527878,0.00326452710069096,0.0109361205942947,"X3 vs X5 Up",NA,-0.76,NA
"CIAO2B","Cytosolic iron-sulfur assembly component 2B",NA,"Up in X3",1.982,-3.81650841448533,0.00316145072478186,17.84,4,0.0104155367141059,0.00245849258438801,0.00875791729188673,"X3 vs X5 Up",NA,-0.44,NA
"CCDC137","Coiled-coil domain-containing protein 137",NA,"Up in X3",1.982,-3.8153545833068,0.00316756467995429,16.62,1,0.0104204472444421,0.00076910000315088,0.00372098505203908,"X3 vs X5 Up",NA,-0.62,NA
"HNRNPH3","Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H3;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H2",NA,"Up in X3",1.977,-3.8052089865727,0.00322185719168895,21.55,2,0.0105557746418735,0.00025872307822369,0.00168160255187032,"X3 vs X5 Up",NA,-0.44,NA
"MEMO1","Protein MEMO1",NA,"Up in X3",1.975,-3.80154654409069,0.00324169326136421,16.9,3,0.0106031503745119,0.00343893193323912,0.0113550001389374,"X3 vs X5 Up",NA,-0.77,NA
"POLR2G","DNA-directed RNA polymerase II subunit RPB7",NA,"Up in X3",1.969,-3.79382754639454,0.00328391716086691,17.89,4,0.01073532477395,0.00341505596008432,0.0113013904450889,"X3 vs X5 Up",NA,-0.57,NA
"PCID2","PCI domain-containing protein 2",NA,"Up in X3",1.967,-3.79007128864146,0.0033046709236135,17.16,5,0.0107972047791392,0.00401802586134073,0.0128170906852734,"X3 vs X5 Up",NA,-0.55,NA
"FOXP4","Forkhead box protein P4",NA,"Up in X3",1.965,-3.78680786299017,0.00332281247516044,15.94,2,0.0108437433176792,0.0043582585672387,0.0137530403244765,"X3 vs X5 Up",NA,-1.56,NA
"POLR1B","DNA-directed RNA polymerase I subunit RPA2",NA,"Up in X3",1.965,-3.78652088043823,0.00332441277307252,18.73,10,0.0108437433176792,0.00524785289425822,0.0158588077504218,"X3 vs X5 Up",NA,-0.43,NA
"LONP2","Lon protease homolog 2, peroxisomal",NA,"Up in X3",1.964,-3.78499878879042,0.0033329138073047,16.88,7,0.0108654826434281,0.00470714608038512,0.0145518199360704,"X3 vs X5 Up",NA,-0.51,NA
"DNASE2","Deoxyribonuclease-2-alpha",NA,"Up in X3",1.962,-3.78135479685253,0.00335335784406103,18.92,3,0.0109200981636264,0.00212004365159342,0.00785983601909666,"X3 vs X5 Up",NA,-0.52,NA
"RNF126","E3 ubiquitin-protein ligase RNF126",NA,"Up in X3",1.961,-3.78041106183696,0.00335867375005274,17.04,3,0.0109313930577899,0.00237217090986094,0.00852296996719097,"X3 vs X5 Up",NA,-0.55,NA
"CD59","CD59 glycoprotein",NA,"Up in X3",1.96,-3.77792763265835,0.00337270441489348,20.21,7,0.0109649956169916,0.00470156407743606,0.0145421613414476,"X3 vs X5 Up",NA,-0.47,NA
"ECM1","Extracellular matrix protein 1",NA,"Up in X3",1.958,-3.77465392652214,0.00339129310020001,13.7,2,0.0110193746698976,0.00356177398124434,0.0116880502488318,"X3 vs X5 Up",NA,-0.98,NA
"ACBD5","Acyl-CoA-binding domain-containing protein 5",NA,"Up in X3",1.954,-3.7687571252796,0.00342504540772376,17.4,3,0.011110742147753,0.00092980134916545,0.00424181540710256,"X3 vs X5 Up",NA,-0.4,NA
"ACOT7","Cytosolic acyl coenzyme A thioester hydrolase",NA,"Up in X3",1.949,-3.76008661639712,0.00347530949760139,19.75,6,0.0112429777459308,0.00445744122809797,0.0139997829446535,"X3 vs X5 Up",NA,-0.47,NA
"SLC25A33","Solute carrier family 25 member 33",NA,"Up in X3",1.949,-3.75974723892089,0.00347729243686766,17.56,3,0.0112432455458721,0.003435320802546,0.0113494099322528,"X3 vs X5 Up",NA,-0.7,NA
"CTPS1","CTP synthase 1;CTP synthase 1;CTP synthase 2",NA,"Up in X3",1.947,-3.75663711529874,0.00349551935032247,17.52,1,0.0112960065515336,0.00042782657597141,0.0024128528172062,"X3 vs X5 Up",NA,-0.55,NA
"YTHDF1","YTH domain-containing family protein 3;YTH domain-containing family protein 3;YTH domain-containing family protein 1",NA,"Up in X3",1.941,-3.74762418092906,0.00354890262937073,18.52,3,0.0114560048325077,0.00398619170156259,0.01275624461771,"X3 vs X5 Up",NA,-0.83,NA
"CARHSP1","Calcium-regulated heat-stable protein 1",NA,"Up in X3",1.939,-3.74438496936731,0.00356829469079751,20.02,4,0.011506048874904,0.00226936959354782,0.0082683866287084,"X3 vs X5 Up",NA,-0.38,NA
"TSPYL1","Testis-specific Y-encoded-like protein 1",NA,"Up in X3",1.937,-3.74036125118094,0.00359253673954803,15.28,3,0.0115653100587082,0.00441531541781866,0.0139038963955471,"X3 vs X5 Up",NA,-1,NA
"PDLIM7","PDZ and LIM domain protein 7",NA,"Up in X3",1.935,-3.73607848800506,0.00361852751919292,17.42,4,0.011611077728343,0.00320694317540979,0.0107876536491755,"X3 vs X5 Up",NA,-0.47,NA
"UBE2J1","Ubiquitin-conjugating enzyme E2 J1",NA,"Up in X3",1.935,-3.73499319236631,0.00362514481373258,17.23,2,0.0116260064297321,0.00129220581767982,0.00543810940484459,"X3 vs X5 Up",NA,-0.54,NA
"SLC39A14","Metal cation symporter ZIP14",NA,"Up in X3",1.933,-3.73206882248346,0.00364303799852498,19.62,5,0.0116770616669948,0.00451460591524947,0.0141637980914799,"X3 vs X5 Up",NA,-0.58,NA
"SAE1","SUMO-activating enzyme subunit 1",NA,"Up in X3",1.931,-3.72932633602473,0.00365990165536237,18.71,11,0.0117247634514235,0.00594773094650759,0.0175276822531333,"X3 vs X5 Up",NA,-0.39,NA
"PARVA","Beta-parvin;Alpha-parvin",NA,"Up in X3",1.921,-3.71451844402548,0.00375236693882452,16.87,9,0.0119820589190635,0.00569824978855283,0.0169600321925891,"X3 vs X5 Up",NA,-0.39,NA
"PEX1","Peroxisome biogenesis factor 1",NA,"Up in X3",1.921,-3.71371719935668,0.0037574388191514,14.65,3,0.0119866612626086,0.00435251232432295,0.0137426976643644,"X3 vs X5 Up",NA,-0.88,NA
"RING1","E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING1;E3 ubiquitin-protein ligase RING2",NA,"Up in X3",1.917,-3.70743009858555,0.00379748400288927,17.46,2,0.0121000069171222,0.00037262768343575,0.00217869367874443,"X3 vs X5 Up",NA,-0.43,NA
"RPS5","40S ribosomal protein S5",NA,"Up in X3",1.916,-3.70612459484713,0.00380585470147904,21.49,8,0.0121201519206951,0.0055506601023431,0.0166042749370901,"X3 vs X5 Up",NA,-0.49,NA
"EFNB1","Ephrin-B1",NA,"Up in X3",1.914,-3.70126694121769,0.00383716983091618,15.55,2,0.0121936272231638,0.00314401300222462,0.0106182219943853,"X3 vs X5 Up",NA,-0.76,NA
"NAA20","N-alpha-acetyltransferase 20",NA,"Up in X3",1.913,-3.69991720131195,0.00384591838841331,15.88,3,0.012214868010865,0.00521936263301056,0.0158049993344542,"X3 vs X5 Up",NA,-1.42,NA
"ABCD4","Lysosomal cobalamin transporter ABCD4",NA,"Up in X3",1.912,-3.69752585593403,0.00386146913720839,15.22,3,0.0122454329903303,0.0036329997227484,0.011856844654993,"X3 vs X5 Up",NA,-0.66,NA
"WDR3","WD repeat-containing protein 3",NA,"Up in X3",1.911,-3.69589677525529,0.00387210028502949,19.03,18,0.0122716750865129,0.00685627967128248,0.0195988814805497,"X3 vs X5 Up",NA,-0.38,NA
"MPZL1","Myelin protein zero-like protein 1",NA,"Up in X3",1.909,-3.69151211173478,0.00390086510534763,18.41,5,0.0123298177501827,0.00372864796321312,0.012123746038794,"X3 vs X5 Up",NA,-0.38,NA
"FAS","Tumor necrosis factor receptor superfamily member 6",NA,"Up in X3",1.908,-3.68917427935451,0.00391629257480334,14.36,2,0.0123587750213927,0.00458357800902525,0.0143246740504863,"X3 vs X5 Up",NA,-1.15,NA
"ZCCHC9","Zinc finger CCHC domain-containing protein 9",NA,"Up in X3",1.908,-3.68847497204114,0.00392091962601596,16.75,2,0.012366781144529,0.0012390891524964,0.00526701904836294,"X3 vs X5 Up",NA,-0.52,NA
"HMGA1","High mobility group protein HMG-I/HMG-Y",NA,"Up in X3",1.903,-3.68099756871014,0.00397075073542116,22.25,6,0.0125106134725703,0.00533692277560107,0.0160787026798531,"X3 vs X5 Up",NA,-0.57,NA
"C8orf33","UPF0488 protein C8orf33",NA,"Up in X3",1.897,-3.67217661139568,0.00403038115584337,15.7,1,0.012678237798578,0.00196454988146857,0.00743219006229752,"X3 vs X5 Up",NA,-0.71,NA
"CALML3","Calmodulin-like protein 3",NA,"Up in X3",1.894,-3.6663890902972,0.00407000913691816,20.08,5,0.0127757262934455,0.00398457529775162,0.01275624461771,"X3 vs X5 Up",NA,-0.39,NA
"TOX4","TOX high mobility group box family member 4",NA,"Up in X3",1.889,-3.65794566349291,0.00412854845416584,17.24,4,0.0129251964038621,0.00271529533738501,0.00946753241679852,"X3 vs X5 Up",NA,-0.38,NA
"REPS1","RalBP1-associated Eps domain-containing protein 1",NA,"Up in X3",1.888,-3.6562820530665,0.00414018502429309,16.53,3,0.0129547724953687,0.00372581864699172,0.012123746038794,"X3 vs X5 Up",NA,-0.63,NA
"ITCH","E3 ubiquitin-protein ligase Itchy homolog",NA,"Up in X3",1.887,-3.65580334603969,0.00414353976382138,16.13,12,0.0129584169040862,0.00670327963568351,0.0192421952918934,"X3 vs X5 Up",NA,-0.41,NA
"RALA","Ras-related protein Ral-A;Ras-related protein Ral-A;Ras-related protein Ral-B",NA,"Up in X3",1.878,-3.63988085912181,0.00425674351098091,17.02,2,0.0132354972960978,0.00118635995220038,0.00511506365561287,"X3 vs X5 Up",NA,-0.49,NA
"ADSS2","Adenylosuccinate synthetase isozyme 2",NA,"Up in X3",1.877,-3.63793719935125,0.00427078012626833,18.14,9,0.0132588531085991,0.00638902049958167,0.0184589034648558,"X3 vs X5 Up",NA,-0.43,NA
"USP48","Ubiquitin carboxyl-terminal hydrolase 48",NA,"Up in X3",1.875,-3.63402334909228,0.00429919063250237,15.73,4,0.0133254641029421,0.00359241074255399,0.0117567999799181,"X3 vs X5 Up",NA,-0.44,NA
"MRGBP","MRG/MORF4L-binding protein",NA,"Up in X3",1.875,-3.63343025138051,0.00430351295980423,17.02,1,0.0133318775828071,0.00067863502037978,0.00338172644164439,"X3 vs X5 Up",NA,-0.55,NA
"FNDC3A","Fibronectin type-III domain-containing protein 3A",NA,"Up in X3",1.874,-3.63205249317131,0.00431357105126243,17.66,13,0.0133560439091155,0.00704053877147569,0.0200379355030407,"X3 vs X5 Up",NA,-0.41,NA
"ANKRD18A","Ankyrin repeat domain-containing protein 20A1",NA,"Up in X3",1.874,-3.63172926956794,0.00431593421489176,16.52,1,0.0133563717309176,0.00601253080118514,0.0176381481163175,"X3 vs X5 Up",NA,-2.8,NA
"ATF7","Cyclic AMP-dependent transcription factor ATF-7",NA,"Up in X3",1.87,-3.62433741565555,0.00437034533788366,14.52,1,0.0135035683364269,0.005412385113908,0.0162563871670018,"X3 vs X5 Up",NA,-1.61,NA
"GEMIN6","Gem-associated protein 6",NA,"Up in X3",1.866,-3.61777802873089,0.00441922353174476,15.41,3,0.0136190341861113,0.00511357058608803,0.0155323394034306,"X3 vs X5 Up",NA,-0.87,NA
"DPH5","Diphthine methyl ester synthase",NA,"Up in X3",1.859,-3.60624954162449,0.00450650583929308,15.39,2,0.0138447534014004,0.00552627909439447,0.0165480735837713,"X3 vs X5 Up",NA,-1.27,NA
"AKR1C4","Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C4;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C3;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C2;Aldo-keto reductase family 1 member C1",NA,"Up in X3",1.858,-3.60526049677334,0.0045140765467499,21.57,3,0.0138608152190551,0.00261914735832444,0.00918224967828628,"X3 vs X5 Up",NA,-0.47,NA
"DCAF7","DDB1- and CUL4-associated factor 7",NA,"Up in X3",1.856,-3.60253845646176,0.00453498062139213,16.69,5,0.0139177802576645,0.00459009329047186,0.0143246740504863,"X3 vs X5 Up",NA,-0.4,NA
"EXOSC3","Exosome complex component RRP40",NA,"Up in X3",1.855,-3.59908429771032,0.00456165135521121,17.42,7,0.0139778824799507,0.00626019264177678,0.0182022407181293,"X3 vs X5 Up",NA,-0.46,NA
"YTHDC1","YTH domain-containing protein 1",NA,"Up in X3",1.855,-3.59938353588646,0.00455933442697054,18.06,3,0.0139778824799507,0.00236463489279079,0.00851067193469774,"X3 vs X5 Up",NA,-0.45,NA
"TRUB2","Mitochondrial mRNA pseudouridine synthase TRUB2",NA,"Up in X3",1.85,-3.59013353329604,0.00463152114188358,16.7,4,0.0141407175420666,0.0048444925184779,0.0148599596847246,"X3 vs X5 Up",NA,-0.55,NA
"CD58","Lymphocyte function-associated antigen 3",NA,"Up in X3",1.846,-3.58394906547926,0.00468044321543176,16.96,1,0.0142679971693507,0.00155299694540799,0.00621724149254336,"X3 vs X5 Up",NA,-0.62,NA
"RAB27A","Ras-related protein Rab-27A",NA,"Up in X3",1.844,-3.58058005648943,0.00470731827531446,15.51,3,0.0143204124601726,0.00587628567911693,0.0173589527525386,"X3 vs X5 Up",NA,-1.04,NA
"C2orf49","Ashwin",NA,"Up in X3",1.841,-3.57519574757793,0.00475060149605492,17.37,3,0.0144150302831574,0.00176192570456918,0.00680862383213022,"X3 vs X5 Up",NA,-0.4,NA
"H1-2","Histone H1.4;Histone H1.5",NA,"Up in X3",1.839,-3.57096818610573,0.00478487420577605,19.85,12,0.0144893043375522,0.00703086714438186,0.0200200389284444,"X3 vs X5 Up",NA,-1.62,NA
"MAGED2","Melanoma-associated antigen D2;Melanoma-associated antigen D2",NA,"Up in X3",1.839,-3.56968396053163,0.00479533593262714,16.89,7,0.0144987239209784,0.0065101641418697,0.0187486505649011,"X3 vs X5 Up",NA,-0.44,NA
"STXBP1","Syntaxin-binding protein 1",NA,"Up in X3",1.839,-3.56918196368017,0.0047994317917919,16.47,3,0.0145036965842864,0.00602855521238723,0.0176710092517077,"X3 vs X5 Up",NA,-1.06,NA
"FAM83H","Protein FAM83H",NA,"Up in X3",1.836,-3.56594637354995,0.00482591833580804,15.22,3,0.0145754124809533,0.00457669940141903,0.0143206400625047,"X3 vs X5 Up",NA,-0.65,NA
"KANK1","KN motif and ankyrin repeat domain-containing protein 1",NA,"Up in X3",1.826,-3.54864048631722,0.00497017209989588,15.96,10,0.0149433477210792,0.00740100919189338,0.0207822251013694,"X3 vs X5 Up",NA,-0.59,NA
"PTDSS2","Phosphatidylserine synthase 2",NA,"Up in X3",1.823,-3.5443614685719,0.00500652234330478,18.35,4,0.0150248567946363,0.00607329460344091,0.0177723462752522,"X3 vs X5 Up",NA,-0.72,NA
"RTN3","Reticulon",NA,"Up in X3",1.823,-3.54425395793924,0.00500743917509257,16.81,1,0.0150248567946363,0.00458624671427276,0.0143246740504863,"X3 vs X5 Up",NA,-0.99,NA
"ARID1A","AT-rich interactive domain-containing protein 1A;AT-rich interactive domain-containing protein 1A;AT-rich interactive domain-containing protein 1B",NA,"Up in X3",1.822,-3.54223809213263,0.00502466228013539,16.21,2,0.0150570988999197,0.00150145411425364,0.00607252494466083,"X3 vs X5 Up",NA,-0.49,NA
"PLCD3","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3",NA,"Up in X3",1.822,-3.54210297434702,0.00502581888243052,15.81,3,0.0150570988999197,0.0021221450382643,0.00786270018247329,"X3 vs X5 Up",NA,-0.41,NA
"CLN3","Battenin",NA,"Up in X3",1.819,-3.53672344524615,0.00507209157666847,17.91,3,0.0151726824363738,0.00208402184836709,0.0077603255360529,"X3 vs X5 Up",NA,-0.41,NA
"MAPK4","Mitogen-activated protein kinase 4",NA,"Up in X3",1.817,-3.53347584286057,0.00510023904779654,17.76,2,0.0152491735451299,0.00552531072436555,0.0165480735837713,"X3 vs X5 Up",NA,-0.98,NA
"SAMD4B","Protein Smaug homolog 2",NA,"Up in X3",1.815,-3.52980233132478,0.00513227247686912,13.81,2,0.0153139970981516,0.00667525453222878,0.0191735344986396,"X3 vs X5 Up",NA,-1.56,NA
"BAZ2A","Bromodomain adjacent to zinc finger domain protein 2A",NA,"Up in X3",1.814,-3.52840199912665,0.00514453816361351,16.41,5,0.0153428590292848,0.00599595810934744,0.0176157319429041,"X3 vs X5 Up",NA,-0.49,NA
"RBM5","RNA-binding protein 5",NA,"Up in X3",1.81,-3.52149782077053,0.00520545677352604,17.99,9,0.0154933036865964,0.00766446599538812,0.0212813915038534,"X3 vs X5 Up",NA,-0.42,NA
"COMMD2","COMM domain-containing protein 2",NA,"Up in X3",1.807,-3.51506723150881,0.00526286664911262,17.28,3,0.0156070409001096,0.00225273606444711,0.00822297303721995,"X3 vs X5 Up",NA,-0.41,NA
"RPS29","40S ribosomal protein S29",NA,"Up in X3",1.807,-3.51485509600163,0.00526477161342215,16.29,2,0.0156070409001096,0.00742375900972785,0.0208216552831945,"X3 vs X5 Up",NA,-3.06,NA
"MTF2","Metal-response element-binding transcription factor 2",NA,"Up in X3",1.806,-3.51431767484582,0.00526960080986041,14,1,0.0156135342974182,0.00571955139221816,0.0169892497930496,"X3 vs X5 Up",NA,-1.21,NA
"RPL10","60S ribosomal protein L10",NA,"Up in X3",1.802,-3.50843559058645,0.00532275630451002,21.89,2,0.0157631376645575,0.00041207350189197,0.00234446049105269,"X3 vs X5 Up",NA,-0.4,NA
"HMCES","Abasic site processing protein HMCES",NA,"Up in X3",1.8,-3.50393775193986,0.0053637757442236,14.93,2,0.0158608001392159,0.00627542049443893,0.0182201461678683,"X3 vs X5 Up",NA,-1.13,NA
"NDE1","Nuclear distribution protein nudE homolog 1",NA,"Up in X3",1.799,-3.50260791003089,0.00537596602752065,15.11,5,0.0158809740313728,0.0068214185751843,0.0195364635572921,"X3 vs X5 Up",NA,-0.63,NA
"SOWAHC","Ankyrin repeat domain-containing protein SOWAHC",NA,"Up in X3",1.799,-3.50264682052638,0.00537560894037044,16.65,8,0.0158809740313728,0.00772710877718346,0.021435209861507,"X3 vs X5 Up",NA,-0.75,NA
"UBE2E1","Ubiquitin-conjugating enzyme E2 E1",NA,"Up in X3",1.797,-3.49880477711952,0.00541098629065401,16.25,2,0.0159462178848761,0.00522965606341845,0.0158199769566702,"X3 vs X5 Up",NA,-0.84,NA
"CCNT1","Cyclin-T1",NA,"Up in X3",1.796,-3.49711693559925,0.00542660371355065,15.47,2,0.0159826850040215,0.00515792404654603,0.015642971083246,"X3 vs X5 Up",NA,-0.82,NA
"IGLV3-12","Immunoglobulin lambda variable 3-12",NA,"Up in X3",1.796,-3.4957050348958,0.00543970360251181,16.56,1,0.0160132966249067,0.00749047862382639,0.0209062084986702,"X3 vs X5 Up",NA,-2.83,NA
"RSL24D1","Probable ribosome biogenesis protein RLP24",NA,"Up in X3",1.795,-3.49440309075201,0.00545181220465223,18.3,2,0.0160409611212965,0.00383270027799492,0.0123721154091085,"X3 vs X5 Up",NA,-0.65,NA
"STAT5B","Signal transducer and activator of transcription 5B",NA,"Up in X3",1.792,-3.49076456025352,0.00548579964472905,15.53,9,0.0161329406052991,0.00797231931995292,0.0220843695768546,"X3 vs X5 Up",NA,-0.68,NA
"HMGN1","Non-histone chromosomal protein HMG-14",NA,"Up in X3",1.791,-3.48786153807838,0.00551307342506985,17.75,3,0.0161970483893437,0.00490933654137054,0.0150121676048008,"X3 vs X5 Up",NA,-0.6,NA
"UBE2Z","Ubiquitin-conjugating enzyme E2 Z",NA,"Up in X3",1.788,-3.48329812906651,0.00555622950585449,17.99,5,0.0163046624978974,0.00735404063751559,0.0206716667231258,"X3 vs X5 Up",NA,-0.76,NA
"RAPGEF5","Rap guanine nucleotide exchange factor 5",NA,"Up in X3",1.786,-3.48047931831348,0.00558306086736368,14.34,1,0.0163701541883999,0.00618755972984287,0.0180361551651967,"X3 vs X5 Up",NA,-1.25,NA
"DNM2","Dynamin-2;Dynamin-2;Dynamin-2;Dynamin-2;Dynamin-1",NA,"Up in X3",1.783,-3.47565910576481,0.00562925292235766,19.32,2,0.016489252248312,0.0009888534577789,0.00445624212465939,"X3 vs X5 Up",NA,-0.43,NA
"TAF7","Transcription initiation factor TFIID subunit 7",NA,"Up in X3",1.779,-3.46963371912462,0.00568754878793136,16.76,2,0.0166517695092478,0.00226742769061269,0.00826640150668842,"X3 vs X5 Up",NA,-0.51,NA
"ENAH","Protein enabled homolog",NA,"Up in X3",1.777,-3.4667335864991,0.00571582919002321,16.24,6,0.0167262914527039,0.0075460969496699,0.0210217776135578,"X3 vs X5 Up",NA,-0.56,NA
"CCNC","Cyclin-C",NA,"Up in X3",1.769,-3.4559128621659,0.00582263204728792,15.11,1,0.0170135870734828,0.00716727568911817,0.020286991818854,"X3 vs X5 Up",NA,-1.58,NA
"MAP7D2","MAP7 domain-containing protein 2",NA,"Up in X3",1.769,-3.45618659983461,0.00581990500071914,14.91,2,0.0170135870734828,0.0064569002057999,0.0186186542484006,"X3 vs X5 Up",NA,-1.01,NA
"FYTTD1","UAP56-interacting factor",NA,"Up in X3",1.766,-3.45101637844886,0.00587163512258644,15.56,1,0.0171229497389571,0.00629260114089232,0.0182516279169901,"X3 vs X5 Up",NA,-1.17,NA
"MGMT","Methylated-DNA--protein-cysteine methyltransferase",NA,"Up in X3",1.765,-3.44874235555478,0.00589453739255828,16.23,5,0.0171728103159859,0.00723594452035152,0.0204367941417279,"X3 vs X5 Up",NA,-0.56,NA
"CXorf56","UPF0428 protein CXorf56",NA,"Up in X3",1.764,-3.44633613889479,0.00591887123730387,15.48,4,0.0172267393561864,0.00743819570180821,0.0208389223331436,"X3 vs X5 Up",NA,-0.8,NA
"WAPL","Wings apart-like protein homolog",NA,"Up in X3",1.759,-3.43859230180036,0.00599788859028563,16.04,10,0.0174309954757957,0.00883993159504712,0.0240818946813507,"X3 vs X5 Up",NA,-0.51,NA
"EPB41L2","Band 4.1-like protein 2 (Fragment)",NA,"Up in X3",1.756,-3.43304821605419,0.00605512653168472,15.08,1,0.0175370453685651,0.00707972528486986,0.0200818477998921,"X3 vs X5 Up",NA,-1.38,NA
"PTPN12","Tyrosine-protein phosphatase non-receptor type 12",NA,"Up in X3",1.753,-3.42909613185491,0.00609627152014976,13.94,2,0.0176475726931146,0.00610562584255536,0.017849302426087,"X3 vs X5 Up",NA,-0.86,NA
"MAN2A2","Alpha-mannosidase 2x;Alpha-mannosidase 2x;Alpha-mannosidase 2",NA,"Up in X3",1.753,-3.4279696691399,0.00610805170890203,14.94,1,0.0176730278540701,0.00634532595608305,0.0183685389834361,"X3 vs X5 Up",NA,-1.11,NA
"EEF1AKNMT","eEF1A lysine and N-terminal methyltransferase",NA,"Up in X3",1.753,-3.42743634250229,0.00611363724030448,14.92,4,0.0176805432800008,0.00740390916236043,0.0207822251013694,"X3 vs X5 Up",NA,-0.71,NA
