"Genes","ProtDesc","X1H_vs_H5H","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","SharedSignificant","unchanged","backgrdnd"
"SLC35B1","Solute carrier family 35 member B1",-1.15,"Up in X1H",4.154,-7.28000390059541,2.04333594590749e-05,18.26,2,7.01300393963727e-05,9.70395962441903e-06,3.98738396511718e-05,FALSE,TRUE,FALSE
"ACOT13","Acyl-coenzyme A thioesterase 13",0.6,"Up in X5H",4.15,7.27142571121521,2.06488458980087e-05,20.37,4,7.08285340165317e-05,3.38783330506012e-06,1.67187736997837e-05,TRUE,FALSE,FALSE
"IGF2R","Cation-independent mannose-6-phosphate receptor",-0.48,"Up in X1H",4.146,-7.2635944267067,2.08477109907892e-05,20.2,68,7.14692386630936e-05,0.000116907808170288,0.000336287555150022,FALSE,TRUE,FALSE
"CCDC127","Coiled-coil domain-containing protein 127",0.71,"Up in X5H",4.145,7.26076015197629,2.09201918789942e-05,18.13,8,7.16761872310414e-05,4.58507712546621e-05,0.000149476040503491,FALSE,TRUE,FALSE
"YKT6","Synaptobrevin homolog YKT6",0.81,"Up in X5H",4.145,7.26024388487378,2.09334236098341e-05,17.38,6,7.16800159139979e-05,3.56457561800665e-05,0.000119228908602291,FALSE,FALSE,FALSE
"FLOT1","Flotillin-1",0.36,"Non-significant",4.144,7.25802110451764,2.09904958026025e-05,19.5,23,7.17923489387279e-05,0.000154589158487091,0.000426236743135191,FALSE,TRUE,FALSE
"CDC27","Cell division cycle protein 27 homolog",-0.45,"Up in X1H",4.144,-7.2570103006794,2.10165047262592e-05,17.53,7,7.18397795871034e-05,2.35370041893544e-05,8.38966589086808e-05,FALSE,TRUE,FALSE
"CAPN7","Calpain-7",1.33,"Up in X5H",4.144,7.25600686926114,2.10423583299464e-05,17.01,13,7.18451438189803e-05,5.66801917049603e-05,0.000179730275626072,FALSE,FALSE,FALSE
"CDKN2AIPNL","CDKN2AIP N-terminal-like protein",-1.26,"Up in X1H",4.144,-7.25631486058481,2.10344192279478e-05,17.88,3,7.18451438189803e-05,2.41479597165027e-05,8.57643923424648e-05,FALSE,TRUE,FALSE
"SLC29A1","Equilibrative nucleoside transporter 1",-0.77,"Up in X1H",4.133,-7.23629674835335,2.15572095395918e-05,17.99,4,7.35605587345819e-05,1.35590467498842e-05,5.27452338135571e-05,FALSE,TRUE,FALSE
"NBAS","Neuroblastoma-amplified sequence",0.56,"Up in X5H",4.132,7.23314164698003,2.16408782591246e-05,18.95,30,7.37609888590095e-05,9.40587775367869e-05,0.000277856109178816,FALSE,TRUE,FALSE
"PUF60","Poly(U)-binding-splicing factor PUF60",-0.34,"Non-significant",4.132,-7.23331494038164,2.16362736920124e-05,20.46,22,7.37609888590095e-05,0.000171191145577549,0.000466147265707481,FALSE,TRUE,FALSE
"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial",-0.2,"Non-significant",4.13,-7.22947838730296,2.17384621605995e-05,21.57,29,7.40509387474194e-05,0.000842054451785684,0.00188229550102603,FALSE,TRUE,FALSE
"IRF2BP2","Interferon regulatory factor 2-binding protein 2;Interferon regulatory factor 2-binding protein 2;Probable E3 ubiquitin-protein ligase IRF2BPL",-0.74,"Up in X1H",4.127,-7.22276776275633,2.19184563855308e-05,17.41,4,7.46211199270344e-05,1.18993958053684e-05,4.71763526354681e-05,FALSE,FALSE,FALSE
"PEX13","Peroxisomal membrane protein PEX13",-1.15,"Up in X1H",4.121,-7.21073721703563,2.22451787995238e-05,16.89,6,7.56463925038979e-05,4.67645095032878e-05,0.000152119627669573,FALSE,TRUE,FALSE
"TRIP13","Pachytene checkpoint protein 2 homolog",-1.27,"Up in X1H",4.121,-7.2107936324474,2.22436344856117e-05,16.89,5,7.56463925038979e-05,4.34766194316368e-05,0.000142917309542775,TRUE,FALSE,FALSE
"OAS3","2'-5'-oligoadenylate synthase 3",0.78,"Up in X5H",4.119,7.2053401669564,2.23934533998856e-05,16.15,10,7.60631824151107e-05,5.81152304114362e-05,0.000183630683289459,FALSE,FALSE,FALSE
"MIEF1","MIEF1 upstream open reading frame protein",-0.61,"Up in X1H",4.118,-7.20386029952824,2.24342961013315e-05,18.18,4,7.61581927892018e-05,4.43482727705305e-06,2.07437731212039e-05,FALSE,TRUE,FALSE
"ATXN10","Ataxin-10",0.47,"Up in X5H",4.118,7.20238955788348,2.24749665285567e-05,18.35,9,7.62525097187327e-05,5.03335785178847e-05,0.000162567567734893,FALSE,FALSE,FALSE
"UBE3C","Ubiquitin-protein ligase E3C",0.68,"Up in X5H",4.117,7.20013545207381,2.25374536944212e-05,16.55,13,7.64206954211407e-05,6.80646147110005e-05,0.000210769173545587,FALSE,FALSE,FALSE
"FAHD2A","Fumarylacetoacetate hydrolase domain-containing protein 2B;Fumarylacetoacetate hydrolase domain-containing protein 2A",1.19,"Up in X5H",4.115,7.19680436529569,2.26301395694702e-05,18.76,3,7.66910285409823e-05,2.36841389951981e-05,8.43702892441826e-05,FALSE,TRUE,FALSE
"TRNT1","CCA tRNA nucleotidyltransferase 1, mitochondrial",0.38,"Non-significant",4.113,7.1914658472589,2.2779539437234e-05,18.18,15,7.7153139582206e-05,0.000113908885417581,0.000328779939032112,FALSE,TRUE,FALSE
"PRIM2","DNA primase large subunit",-2.48,"Up in X1H",4.111,-7.18869770143006,2.2857425102894e-05,14.95,2,7.73726454998993e-05,4.35418708980213e-05,0.000143052332095276,TRUE,FALSE,FALSE
"ATXN3","Ataxin-3",1.99,"Up in X5H",4.109,7.18348121325636,2.30049797473274e-05,15.21,1,7.7827595863314e-05,3.06403608580456e-05,0.000104857730015648,FALSE,FALSE,FALSE
"RAB27A","Ras-related protein Rab-27A",-1.35,"Up in X1H",4.106,-7.17680950111144,2.31951955624036e-05,16.3,3,7.84262697958528e-05,3.01792054620926e-05,0.000103579094384688,FALSE,FALSE,FALSE
"TSG101","Tumor susceptibility gene 101 protein",0.79,"Up in X5H",4.105,7.17525482179992,2.32397638664863e-05,18.19,7,7.85320861210735e-05,4.66871521156242e-05,0.000151951528640346,FALSE,TRUE,FALSE
"CUL1","Cullin-1",0.48,"Up in X5H",4.104,7.17365796063314,2.32856375358876e-05,18.66,23,7.86421902396387e-05,0.000111194886288603,0.000322319406928359,FALSE,FALSE,FALSE
"MTPAP","Poly(A) RNA polymerase, mitochondrial",-0.66,"Up in X1H",4.103,-7.17144548084038,2.33493577270996e-05,17.8,9,7.88124071142319e-05,5.57065661201327e-05,0.000177212769748831,FALSE,FALSE,FALSE
"NOTCH3","Neurogenic locus notch homolog protein 3",-3.27,"Up in X1H",4.103,-7.16956810215614,2.34035743257174e-05,14.92,2,7.89503701740422e-05,5.05921347914327e-05,0.000163313508762088,FALSE,FALSE,FALSE
"ALB","Albumin",0.82,"Up in X5H",4.102,7.16733785640463,2.34681577684666e-05,21.9,45,7.91231279293542e-05,7.83655321480678e-05,0.00023754551932383,TRUE,FALSE,FALSE
"ALDH3A2","Aldehyde dehydrogenase family 3 member B1;Aldehyde dehydrogenase family 3 member A2",-0.39,"Up in X1H",4.094,-7.15254403084483,2.39014516343186e-05,19.75,18,8.05380918680315e-05,0.000129646033868702,0.000367040948517278,FALSE,TRUE,FALSE
"SPCS2","Signal peptidase complex subunit 2",-0.51,"Up in X1H",4.093,-7.15038872131088,2.39652945497479e-05,20.03,7,8.07072554643474e-05,3.30438954715011e-05,0.000111917990558026,FALSE,TRUE,FALSE
"LSM1","U6 snRNA-associated Sm-like protein LSm1",1.4,"Up in X5H",4.092,7.14784869610359,2.40407692804806e-05,17.1,4,8.09153764690579e-05,4.25860926294642e-05,0.000140301731675134,FALSE,FALSE,FALSE
"RMDN1","Regulator of microtubule dynamics protein 1",0.49,"Up in X5H",4.088,7.13912699467356,2.4301883982545e-05,18.76,9,8.17477245734614e-05,5.47438752230293e-05,0.000174337733958377,FALSE,TRUE,FALSE
"PRKCA","Protein kinase C alpha type",-0.89,"Up in X1H",4.087,-7.13824748838595,2.43283842751948e-05,16.84,4,8.17903691797315e-05,2.33129502420099e-05,8.32987479359737e-05,FALSE,TRUE,FALSE
"DCAF11","DDB1- and CUL4-associated factor 11",0.67,"Up in X5H",4.084,7.13091642556924,2.45504913605393e-05,16.7,10,8.2490208620279e-05,6.34578944121481e-05,0.000198666857797185,FALSE,TRUE,FALSE
"ELMO2","Engulfment and cell motility protein 2",0.52,"Up in X5H",4.083,7.1288319925328,2.46140411768636e-05,17.39,10,8.26568000246888e-05,6.43858260762961e-05,0.000201040070128467,FALSE,TRUE,FALSE
"ANKS1A","Ankyrin repeat and SAM domain-containing protein 1A",1.07,"Up in X5H",4.083,7.12813925400885,2.46352005005206e-05,15.88,4,8.2680931004867e-05,3.32207456922083e-05,0.00011232408700617,FALSE,FALSE,FALSE
"C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial",-0.45,"Up in X1H",4.081,-7.12399770569287,2.47621115422501e-05,22.55,11,8.30597585008468e-05,7.48859564238542e-05,0.000228284494672821,FALSE,FALSE,FALSE
"OAF","Out at first protein homolog",-1.6,"Up in X1H",4.08,-7.12259338295473,2.48053045786093e-05,17.45,3,8.3157499825287e-05,3.99039984944757e-05,0.000132423981543361,FALSE,FALSE,FALSE
"AHCTF1","Protein ELYS",-0.43,"Up in X1H",4.08,-7.1211313422056,2.48503591552393e-05,17.77,29,8.32613675659971e-05,0.000143657304333883,0.000401179246151708,FALSE,TRUE,FALSE
"COQ7","5-demethoxyubiquinone hydroxylase, mitochondrial",1.16,"Up in X5H",4.078,7.11826636027296,2.49389030575657e-05,17.35,3,8.35107466845593e-05,2.50453622943251e-05,8.84208882431512e-05,FALSE,TRUE,FALSE
"PHB2","Prohibitin-2",-0.27,"Non-significant",4.077,-7.11612434741266,2.50053253268369e-05,22.74,22,8.36858088002792e-05,0.000326365433720857,0.000805970063157893,FALSE,FALSE,FALSE
"NGLY1","Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase",0.76,"Up in X5H",4.077,7.11554187967409,2.50234201863362e-05,16.73,5,8.36990261405038e-05,2.8669900727318e-05,9.93207275196375e-05,FALSE,TRUE,FALSE
"TMEM43","Transmembrane protein 43",0.28,"Non-significant",4.076,7.11330259701414,2.50931169554111e-05,20.23,20,8.38847305226936e-05,0.000267514277048946,0.000678765856474534,FALSE,TRUE,FALSE
"NAXE","NAD(P)H-hydrate epimerase",1.14,"Up in X5H",4.076,7.11273725405773,2.51107460865023e-05,19.48,8,8.38962645927917e-05,5.9967598258976e-05,0.000188337727653058,FALSE,FALSE,FALSE
"STUB1","E3 ubiquitin-protein ligase CHIP",0.67,"Up in X5H",4.075,7.11065266415363,2.51758654536983e-05,17.39,6,8.40663633688108e-05,3.51558446451389e-05,0.000117789995903333,FALSE,FALSE,FALSE
"MMP15","Matrix metalloproteinase-15",-0.95,"Up in X1H",4.075,-7.10885739066756,2.52320929023785e-05,16.32,4,8.42065954333748e-05,2.78528868349714e-05,9.71158110798618e-05,TRUE,FALSE,FALSE
"ZRANB2","Zinc finger Ran-binding domain-containing protein 2",-0.7,"Up in X1H",4.074,-7.10782386461575,2.52645240152895e-05,18.81,7,8.42672990972198e-05,4.71014735540194e-05,0.00015287954965394,FALSE,TRUE,FALSE
"CPN1","Carboxypeptidase N catalytic chain",-1.06,"Up in X1H",4.072,-7.10313985725015,2.54120681511422e-05,18.56,4,8.46639680463447e-05,3.37858584355502e-05,0.000113974301233267,TRUE,FALSE,FALSE
"RPS23","40S ribosomal protein S23",-0.58,"Up in X1H",4.072,-7.10339388855953,2.54040425077917e-05,20.53,6,8.46639680463447e-05,2.78718973181998e-05,9.71248624451049e-05,FALSE,FALSE,FALSE
"MAD1L1","Mitotic spindle assembly checkpoint protein MAD1",-0.32,"Non-significant",4.071,-7.09916241522838,2.55380849630014e-05,18.28,12,8.49881038954326e-05,0.000109912191998013,0.000318955586097227,FALSE,TRUE,FALSE
"NCBP1","Nuclear cap-binding protein subunit 1",-0.36,"Non-significant",4.071,-7.09929644371313,2.55338276073218e-05,18.98,13,8.49881038954326e-05,0.000110036410203785,0.000319159529007742,FALSE,TRUE,FALSE
"PDSS2","All trans-polyprenyl-diphosphate synthase PDSS2",0.47,"Up in X5H",4.068,7.09451997545255,2.56860232110889e-05,17.33,11,8.54323773693158e-05,7.59246174398237e-05,0.000230974787347782,FALSE,TRUE,FALSE
"PPOX","Protoporphyrinogen oxidase",0.37,"Non-significant",4.066,7.08959317168529,2.58440338965429e-05,18.35,9,8.59096340257551e-05,5.29778329275366e-05,0.00016990235091178,FALSE,FALSE,FALSE
"PSMG3","Proteasome assembly chaperone 3",1.37,"Up in X5H",4.065,7.08712505405823,2.59235840314618e-05,16.14,5,8.61256859708924e-05,5.24537515182816e-05,0.000168339007400333,FALSE,FALSE,FALSE
"ERBB2","Receptor tyrosine-protein kinase erbB-2",0.54,"Up in X5H",4.064,7.08465715471314,2.60033910387571e-05,17.57,10,8.63423483593298e-05,6.74925451890616e-05,0.000209414467689396,FALSE,FALSE,FALSE
"GATC","Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",-1.03,"Up in X1H",4.061,-7.07803232924438,2.6218937112174e-05,17.44,5,8.69914132562805e-05,4.39972808498426e-05,0.000144434704921781,FALSE,FALSE,FALSE
"SUGT1","Protein SGT1 homolog",0.43,"Up in X5H",4.061,7.07774676960618,2.62282712944405e-05,19.25,14,8.69914132562805e-05,0.000103520035760145,0.000302782032423518,FALSE,FALSE,FALSE
"SLC5A6","Sodium-dependent multivitamin transporter",-0.54,"Up in X1H",4.057,-7.07047440061317,2.64671965689342e-05,17.94,6,8.76855554862169e-05,2.60638686942297e-05,9.12543852448266e-05,FALSE,TRUE,FALSE
"MKI67","Proliferation marker protein Ki-67",-4.48,"Up in X1H",4.056,-7.06841409232648,2.65353111986507e-05,17.17,40,8.78178141076417e-05,6.74692696417486e-05,0.000209414467689396,TRUE,FALSE,FALSE
"ZCCHC9","Zinc finger CCHC domain-containing protein 9",-1.28,"Up in X1H",4.056,-7.06836909248046,2.65368010181618e-05,16.78,2,8.78178141076417e-05,1.99451350498615e-05,7.29390383745553e-05,FALSE,TRUE,FALSE
"STXBP3","Syntaxin-binding protein 3",0.48,"Up in X5H",4.056,7.06719039629145,2.65758564828945e-05,17.95,11,8.78978998374997e-05,7.77670660474124e-05,0.000235852244901353,FALSE,TRUE,FALSE
"YWHAQ","14-3-3 protein theta;14-3-3 protein theta;14-3-3 protein theta;14-3-3 protein beta/alpha;14-3-3 protein sigma;14-3-3 protein gamma;14-3-3 protein epsilon;14-3-3 protein zeta/delta;14-3-3 protein eta",0.66,"Up in X5H",4.053,7.06164095735483,2.67605682842771e-05,21.97,3,8.84593757195909e-05,1.10583721646358e-06,6.83724013564787e-06,FALSE,FALSE,FALSE
"POLR1D","DNA-directed RNA polymerases I and III subunit RPAC2",-0.82,"Up in X1H",4.051,-7.05699068399051,2.69164169893757e-05,18.1,3,8.89248684121363e-05,8.45227273057082e-06,3.53692346158328e-05,FALSE,TRUE,FALSE
"CAND1","Cullin-associated NEDD8-dissociated protein 1",0.3,"Non-significant",4.046,7.04773220815596,2.72296241250234e-05,20.52,44,8.99094229619216e-05,0.000325434065887441,0.000804005581568261,FALSE,TRUE,FALSE
"VPS4B","Vacuolar protein sorting-associated protein 4B;Vacuolar protein sorting-associated protein 4B;Vacuolar protein sorting-associated protein 4A",0.83,"Up in X5H",4.045,7.04482144206651,2.73289027296501e-05,18.48,4,9.01869032076628e-05,2.2751993406079e-05,8.17883019342464e-05,FALSE,FALSE,FALSE
"RPL11","60S ribosomal protein L11",-0.33,"Non-significant",4.044,-7.04345410888837,2.73756734534084e-05,22.54,10,9.0290891763555e-05,7.37598540522512e-05,0.000225548866370631,FALSE,TRUE,FALSE
"SUN1","SUN domain-containing protein 1",-1.05,"Up in X1H",4.043,-7.04051569296238,2.7476476392919e-05,16.65,10,9.05728751069092e-05,6.94989049936815e-05,0.00021451487785478,FALSE,FALSE,FALSE
"PIN4","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4",1.04,"Up in X5H",4.041,7.03563122257769,2.76449251161668e-05,18.77,2,9.10774064099993e-05,9.54402529473527e-06,3.92439177685536e-05,FALSE,FALSE,FALSE
"CRELD2","Protein disulfide isomerase CRELD2",-1.18,"Up in X1H",4.04,-7.03378877050418,2.77087537242219e-05,15.44,3,9.12122090105563e-05,2.95354527840962e-05,0.000101782920281594,TRUE,FALSE,FALSE
"SMYD3","Histone-lysine N-methyltransferase SMYD3",2.09,"Up in X5H",4.04,7.03356050604825,2.7716672604526e-05,15.14,3,9.12122090105563e-05,5.41151790035244e-05,0.000172707397067883,FALSE,FALSE,FALSE
"LCAT","Phosphatidylcholine-sterol acyltransferase",-1.59,"Up in X1H",4.04,-7.03263003864515,2.77489773297737e-05,17.89,1,9.12677592330579e-05,2.52585582921953e-05,8.89612436993567e-05,FALSE,FALSE,FALSE
"RABAC1","Prenylated Rab acceptor protein 1",0.99,"Up in X5H",4.039,7.0305048211968,2.7822914603592e-05,17.42,2,9.14093202162431e-05,7.38414942440907e-06,3.14783949165911e-05,FALSE,TRUE,FALSE
"TRRAP","Transformation/transcription domain-associated protein",-0.61,"Up in X1H",4.039,-7.0309286608299,2.78081521046359e-05,17.71,21,9.14093202162431e-05,9.99331574321138e-05,0.000293888912786191,FALSE,TRUE,FALSE
"SKIV2L","Helicase SKI2W",0.56,"Up in X5H",4.038,7.02713598644151,2.79405531354875e-05,17.62,17,9.17028752460882e-05,0.00010016363799636,0.000294326348573892,FALSE,TRUE,FALSE
"TMCC1","Transmembrane and coiled-coil domains protein 1",0.85,"Up in X5H",4.036,7.02273427175321,2.80950676512408e-05,18.76,3,9.2149953044563e-05,1.07732810545943e-05,4.34826084584138e-05,FALSE,FALSE,FALSE
"SNAPIN","SNARE-associated protein Snapin",0.92,"Up in X5H",4.035,7.02183812642337,2.81266379171588e-05,17.49,4,9.22023914436723e-05,2.96463080630869e-05,0.000102105474277814,FALSE,FALSE,FALSE
"SNX9","Sorting nexin-9",0.49,"Up in X5H",4.032,7.01559229340969,2.83477363998926e-05,17.65,9,9.28757232990945e-05,6.32042369849729e-05,0.000198082346525468,FALSE,TRUE,FALSE
"INO80","Chromatin-remodeling ATPase INO80",-0.81,"Up in X1H",4.028,-7.00707565712389,2.86522422840706e-05,18.46,3,9.38214264498316e-05,8.78212989393136e-06,3.6568516947496e-05,FALSE,TRUE,FALSE
"PMM2","Phosphomannomutase 2;Phosphomannomutase 2",0.98,"Up in X5H",4.028,7.00631350312299,2.86796638027366e-05,19.4,1,9.38590079001625e-05,1.7603721860329e-06,9.93904792438614e-06,FALSE,FALSE,FALSE
"SSR1","Translocon-associated protein subunit alpha",-0.43,"Up in X1H",4.028,-7.00587524917594,2.86954445312479e-05,23.05,8,9.38590079001625e-05,4.70324168345194e-05,0.000152823069966969,FALSE,FALSE,FALSE
"OGT","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit",-0.85,"Up in X1H",4.027,-7.00433304839357,2.87510507981976e-05,16.97,10,9.39373507046584e-05,7.26785378914959e-05,0.000222587426865415,FALSE,TRUE,FALSE
"RPL19","60S ribosomal protein L19",-0.55,"Up in X1H",4.027,-7.00433035814586,2.87511479003104e-05,22.82,4,9.39373507046584e-05,3.24608895471827e-06,1.61404271807294e-05,FALSE,TRUE,FALSE
"RETREG2","Reticulophagy regulator 2",0.76,"Up in X5H",4.019,6.98896048013348,2.93117197145706e-05,17.52,6,9.5716029553595e-05,4.749221000067e-05,0.00015389452714894,FALSE,TRUE,FALSE
"ANLN","Anillin",-1.88,"Up in X1H",4.018,-6.9854640675219,2.94408780385194e-05,14.6,3,9.60317945721717e-05,5.39438344368251e-05,0.000172253463768319,TRUE,FALSE,FALSE
"CFDP1","Craniofacial development protein 1",0.85,"Up in X5H",4.015,6.98118292231975,2.95998600400624e-05,18.13,5,9.64971745768867e-05,4.08853117506418e-05,0.000135149938339971,FALSE,FALSE,FALSE
"PLS3","Plastin-3;Plastin-3;Plastin-1",0.89,"Up in X5H",4.014,6.97872550903049,2.96915346004722e-05,17.97,3,9.67427369113404e-05,1.4056836633392e-05,5.44334439527359e-05,FALSE,FALSE,FALSE
"DDX49","Probable ATP-dependent RNA helicase DDX49",-0.83,"Up in X1H",4.014,-6.9775302363759,2.97362351279936e-05,17.87,6,9.68350595775113e-05,5.18667651564948e-05,0.000166700515714818,FALSE,TRUE,FALSE
"TPX2","Targeting protein for Xklp2",-3.35,"Up in X1H",4.013,-6.97537100958887,2.98171692426015e-05,15.76,10,9.70452092455848e-05,7.43636770902583e-05,0.000226926187386827,TRUE,FALSE,FALSE
"DERL2","Derlin-2",1.52,"Up in X5H",4.013,6.97417404139444,2.98621372962273e-05,16.01,1,9.71381343495199e-05,2.45887887953104e-05,8.70166646542175e-05,TRUE,FALSE,FALSE
"RBPMS","RNA-binding protein with multiple splicing",-0.63,"Up in X1H",4.01,-6.9691403725594,3.00520447414536e-05,17.52,5,9.77021696347147e-05,2.31602919733612e-05,8.29461697375277e-05,FALSE,FALSE,FALSE
"NAT1","Arylamine N-acetyltransferase 1",1.41,"Up in X5H",4.007,6.96230947042452,3.0311840431341e-05,14.93,1,9.84926742626276e-05,2.002395371743e-05,7.31368729296503e-05,FALSE,TRUE,FALSE
"CLINT1","Clathrin interactor 1",0.51,"Up in X5H",4.006,6.96093255248037,3.03645003048648e-05,18.93,15,9.860963134132e-05,0.000108498332653723,0.000315316618031472,FALSE,TRUE,FALSE
"EXOC8","Exocyst complex component 8",0.76,"Up in X5H",4.004,6.95744447176972,3.04983425340785e-05,16.59,9,9.89899576380376e-05,7.24063011276179e-05,0.00022198346309436,FALSE,TRUE,FALSE
"MMS19","MMS19 nucleotide excision repair protein homolog",0.37,"Non-significant",4.003,6.95372471091039,3.0641775060984e-05,18.27,20,9.93465112525164e-05,0.000181560651406991,0.000491218278177945,FALSE,FALSE,FALSE
"GTF3C4","General transcription factor 3C polypeptide 4",-0.4,"Up in X1H",4.002,-6.95119080269969,3.07398974968312e-05,17.6,12,9.9610062151561e-05,0.000105910155775537,0.000308856772658378,FALSE,TRUE,FALSE
"RPS6KB1","Ribosomal protein S6 kinase beta-1",1.24,"Up in X5H",3.998,6.94379490171617,3.10282349340399e-05,16.94,5,0.000100434390648093,5.9449247088413e-05,0.000186908180139288,FALSE,FALSE,FALSE
"RABEP2","Rab GTPase-binding effector protein 2",1.06,"Up in X5H",3.998,6.94294048314728,3.10617326193653e-05,16.39,5,0.000100487846861008,5.36843055256658e-05,0.000171609959911056,FALSE,FALSE,FALSE
"TIMM50","Mitochondrial import inner membrane translocase subunit TIM50",-0.31,"Non-significant",3.996,-6.93995315634796,3.11791579608687e-05,19.95,13,0.000100812610740142,0.000154146804751127,0.000425413546507657,FALSE,TRUE,FALSE
"CBWD1","COBW domain-containing protein 2",1.98,"Up in X5H",3.996,6.93843785456315,3.12389038640827e-05,14.83,5,0.000100950624884641,7.01160220720779e-05,0.000215744411128697,TRUE,FALSE,FALSE
"C5orf51","UPF0600 protein C5orf51",1.47,"Up in X5H",3.996,6.93748563392542,3.12765114618119e-05,15.15,2,0.000101016985982282,3.39017553234585e-05,0.000114300106124732,FALSE,FALSE,FALSE
"COG3","Conserved oligomeric Golgi complex subunit 3",0.4,"Up in X5H",3.992,6.93095610992549,3.1535709727565e-05,17.6,22,0.000101798578536826,0.000168213586309102,0.000458884181738568,FALSE,TRUE,FALSE
